Text,Tag
Tarado,B-NAME
Gomez,I-NAME
Mobile,O
No,O
.,O
:,O
(,B-PHONE
001,I-PHONE
),I-PHONE
9487531,I-PHONE
Email,O
:,O
williamswilliam@gmail.com,B-EMAIL
OBJECTIVE,O
A,O
challenging,O
and,O
rewarding,O
position,O
with,O
my,O
experience,O
in,O
wealth,O
planning,O
,,O
trust,O
accounting,O
,,O
administration,O
and,O
client,O
relationship,O
management,O
.,O
EXPERIENCE,O
Nomura,O
Trust,O
Company,O
(,O
Singapore,O
),O
Ltd,O
Wealth,O
Planner,O
Nov,O
2015,O
-,O
Present,O
As,O
a,O
wealth,O
planner,O
based,O
in,O
Singapore,O
,,O
I,O
am,O
responsible,O
for,O
assisting,O
wealth,O
management,O
banking,O
clients,O
to,O
structure,O
trusts,O
as,O
part,O
of,O
their,O
wealth,O
planning,O
and,O
estate,O
planning,O
solutions,O
.,O
In,O
addition,O
,,O
I,O
am,O
also,O
responsible,O
to,O
develop,O
the,O
universal,O
life,O
insurance,O
business,O
in,O
Nomura,O
including,O
reviewing,O
the,O
due,O
diligence,O
for,O
brokers,O
,,O
insurance,O
companies,O
and,O
their,O
products,O
,,O
and,O
working,O
with,O
the,O
bank,O
to,O
organise,O
client,O
events,O
.,O
In,O
my,O
role,O
as,O
wealth,O
planner,O
working,O
with,O
the,O
wealth,O
management,O
team,O
in,O
Singapore,O
,,O
I,O
cover,O
the,O
southeast,O
asia,O
markets,O
,,O
and,O
north,O
asia,O
market,O
of,O
China,O
.,O
DBS,O
Bank,O
Ltd,O
–,O
DBS,O
Private,O
Bank,O
Business,O
Management,O
Support,O
Aug,O
2015,O
–,O
Nov,O
2015,O
My,O
scope,O
of,O
work,O
includes,O
control,O
reviews,O
for,O
the,O
Private,O
Bank,O
and,O
Treasures,O
Private,O
Client,O
.,O
In,O
addition,O
,,O
I,O
am,O
also,O
responsible,O
to,O
review,O
the,O
trust,O
setup,O
documentations,O
,,O
coordinating,O
the,O
documentation,O
workflows,O
between,O
the,O
wealth,O
planning,O
team,O
in,O
Hong,O
Kong,O
,,O
the,O
bank,O
and,O
the,O
Trustee,O
team,O
in,O
Singapore,O
.,O
DBS,O
Bank,O
Ltd,O
–,O
DBS,O
Bank,O
(,O
Hong,O
Kong,O
),O
Limited,O
Wealth,O
Planner,O
Feb,O
2015,O
–,O
Jul,O
2015,O
As,O
a,O
wealth,O
planner,O
based,O
in,O
Hong,O
Kong,O
,,O
I,O
am,O
responsible,O
for,O
assisting,O
private,O
banking,O
clients,O
to,O
structure,O
trusts,O
as,O
part,O
of,O
their,O
wealth,O
planning,O
and,O
estate,O
planning,O
solutions,O
.,O
In,O
addition,O
,,O
I,O
am,O
also,O
responsible,O
to,O
develop,O
the,O
universal,O
life,O
insurance,O
business,O
in,O
DBS,O
Private,O
Bank,O
–,O
Hong,O
Kong,O
including,O
structuring,O
universal,O
life,O
insurance,O
as,O
part,O
of,O
the,O
wealth,O
planning,O
solutions,O
.,O
My,O
expanded,O
scope,O
of,O
work,O
involved,O
setting,O
up,O
the,O
wealth,O
-,O
planning,O
platform,O
connecting,O
with,O
the,O
trustee,O
team,O
in,O
Singapore,O
.,O
I,O
was,O
recognized,O
by,O
the,O
Regional,O
Wealth,O
Planning,O
for,O
contributing,O
to,O
the,O
setup,O
of,O
the,O
new,O
team,O
in,O
