Text,Tag
Brittany,B-NAME
Alexander,I-NAME
Mobile,O
phone,O
:,O
8910,B-PHONE
-,I-PHONE
2038,I-PHONE
Email,O
:,O
rick@wood-valencia.com,B-EMAIL
Professional,O
Profile,O
CPA,O
Bachelor,O
degree,O
in,O
University,B-EDUCATION
of,I-EDUCATION
Southern,I-EDUCATION
California,I-EDUCATION
More,O
than,O
5,O
years,O
’,O
experience,O
in,O
audit,O
and,O
financial,O
industries,O
Excellent,O
command,O
of,O
English,O
and,O
Chinese,O
;,O
Proficiency,O
in,O
Putonghua,O
Able,O
to,O
adapt,O
to,O
change,O
and,O
learn,O
quickly,O
and,O
handle,O
multi,O
-,O
tasks,O
simultaneously,O
Experience,O
Hong,O
Kong,O
Monetary,O
Authority,O
Officer,O
-,O
May,O
2015,O
–,O
Present,O
Assist,O
in,O
the,O
monitoring,O
of,O
private,O
equity,O
firms,O
’,O
activities,O
,,O
including,O
conducting,O
analysis,O
,,O
documenting,O
the,O
assessments,O
and,O
seeking,O
clarification,O
Review,O
the,O
financial,O
statements,O
and,O
reports,O
with,O
an,O
objective,O
that,O
matters,O
efficiently,O
and,O
effectively,O
handled,O
in,O
accordance,O
with,O
the,O
policies,O
,,O
procedures,O
,,O
relevant,O
rules,O
and,O
regulations,O
Assist,O
in,O
preparing,O
the,O
annual,O
report,O
and,O
monthly,O
reports,O
Assist,O
in,O
formulating,O
agreements,O
Make,O
preparations,O
for,O
the,O
participation,O
in,O
meetings,O
and,O
conference,O
calls,O
Joint,O
Well,O
Printing,O
Limited,O
Senior,O
Accountant,O
-,O
Dec,O
2013,O
–,O
May,O
2015,O
Ascertained,O
compliance,O
with,O
applicable,O
internal,O
policies,O
and,O
procedures,O
and,O
relevant,O
rules,O
and,O
regulations,O
Evaluated,O
and,O
improved,O
the,O
internal,O
control,O
Provided,O
assistance,O
in,O
writing,O
business,O
plan,O
Conducted,O
research,O
and,O
analysis,O
Ernst,O
&,O
Young,O
Senior,O
Associate,O
-,O
Nov,O
2012,O
–,O
Dec,O
2013,O
Reviewed,O
the,O
clients,O
’,O
financial,O
soundness,O
and,O
compliance,O
with,O
the,O
policies,O
,,O
procedures,O
,,O
relevant,O
rules,O
and,O
regulations,O
Prepared,O
the,O
summary,O
of,O
audit,O
findings,O
in,O
relations,O
to,O
identified,O
risks,O
Informed,O
the,O
clients,O
about,O
the,O
update,O
of,O
relevant,O
rules,O
and,O
regulations,O
Junior,O
Associate,O
-,O
Nov,O
2010,O
–,O
Oct,O
2012,O
Reviewed,O
financial,O
statements,O
and,O
financial,O
information,O
prepared,O
by,O
client,O
from,O
various,O
business,O
sectors,O
such,O
as,O
investments,O
and,O
assets,O
management,O
in,O
accordance,O
with,O
the,O
policies,O
,,O
relevant,O
rules,O
and,O
regulations,O
Ascertained,O
the,O
validity,O
and,O
reliability,O
of,O
financial,O
information,O
prepared,O
by,O
clients,O
Assisted,O
in,O
the,O
business,O
risk,O
assessment,O
and,O
documented,O
the,O
assessments,O
Evaluated,O
the,O
adequacy,O
and,O
effectiveness,O
of,O
internal,O
controls,O
and,O
made,O
recommendations,O
to,O
address,O
identified,O
deficiencies,O
Analysed,O
industry,O
and,O
firm,O
-,O
specific,O
data,O
and,O
depicting,O
industry,O
trends,O
Education,O
&,O
Qualification,O
Hong,O
Kong,O
Institute,O
of,O
Certified,O
Public,O
Accountants,O
Since,O
Jan,O
2014,O
Member,O
University,B-EDUCATION
of,I-EDUCATION
Southern,I-EDUCATION
California,I-EDUCATION
2008,O
–,O
2010,O
Bachelor,O
of,O
Science,O
(,O
Hons,O
),O
-,O
Accounting,O
Cumulative,O
GPA,O
:,O
3.55,O
/,O
4.00,O
Santa,B-EDUCATION
Monica,I-EDUCATION
College,I-EDUCATION
2006,O
–,O
2008,O
Associate,O
of,O
Arts,O
Degree,O
(,O
Hons,O
),O
–,O
Liberal,O
Arts,O
Cumulative,O
GPA,O
:,O
3.70,O
/,O
4.00,O
Proficiencies,O
Languages,O
:,O
Excellent,O
command,O
of,O
English,O
and,O
Chinese,O
;,O
Proficiency,O
in,O
Putonghua,O
;,O
Native,O
Cantonese,O
and,O
written,O
Chinese,O
Personal,O
Information,O
Availability,O
:,O
One,O
month,O
notice,O
