Text,Tag
Jacobina,B-NAME
Edwards,I-NAME
85934,B-ADDRESS
Nelson,I-ADDRESS
Forest,I-ADDRESS
,,I-ADDRESS
West,I-ADDRESS
Jasmine,I-ADDRESS
,,I-ADDRESS
MD,I-ADDRESS
64833,I-ADDRESS
),O
∗,O
(,B-PHONE
88,I-PHONE
),I-PHONE
7778,I-PHONE
4540,I-PHONE
∗,O
nancyjacobs@norris.info,B-EMAIL
EXPERIENCE,O
Bank,O
of,O
New,O
York,O
Mellon,O
(,O
SINGAPORE,O
),O
Singapore,O
,,O
SG,O
Fund,O
Accountant,O
Feb,O
2015,O
-,O
Present,O
Performs,O
daily,O
cash,O
and,O
trade,O
reconciliation,O
,,O
price,O
control,O
checks,O
–,O
proficient,O
in,O
Bloomberg,O
/,O
IDC,O
Responsible,O
for,O
preparation,O
of,O
customized,O
monthly,O
reporting,O
to,O
clients,O
on,O
top,O
of,O
the,O
balance,O
sheet,O
and,O
P&L,O
Handles,O
the,O
Prestige,O
portfolio,O
,,O
which,O
encompasses,O
the,O
real,O
-,O
time,O
placement,O
of,O
trades,O
and,O
payments,O
,,O
working,O
closely,O
with,O
Fund,O
Managers,O
Valuation,O
of,O
complex,O
funds,O
comprising,O
of,O
SWAPs,O
,,O
Bonds,O
,,O
Equities,O
with,O
net,O
asset,O
value,O
of,O
up,O
to,O
$,O
5,O
billion,O
.,O
Experienced,O
with,O
the,O
performance,O
of,O
UAT,O
testing,O
Took,O
charge,O
of,O
Datamart,O
–,O
which,O
is,O
the,O
daily,O
compilation,O
and,O
sending,O
to,O
client,O
of,O
the,O
team,O
’s,O
cash,O
,,O
trade,O
,,O
position,O
and,O
security,O
data,O
files,O
,,O
performing,O
prompt,O
troubleshooting,O
when,O
necessary,O
US,O
Navy,O
Region,O
Centre,O
(,O
SINGAPORE,O
),O
Singapore,O
,,O
SG,O
Wait,O
Staff,O
Nov,O
2011,O
-,O
May,O
2014,O
Taking,O
and,O
serving,O
food,O
orders,O
to,O
customers,O
Maintaining,O
a,O
pleasant,O
and,O
professional,O
working,O
environment,O
Maintenance,O
of,O
cleanliness,O
of,O
workplace,O
Building,O
and,O
establishing,O
good,O
customer,O
relationship,O
Wanxiang,O
Resources,O
Pte,O
Ltd,O
(,O
SINGAPORE,O
),O
Singapore,O
,,O
SG,O
Admin,O
Assistant,O
Nov,O
2010,O
-,O
Jun,O
2011,O
Attending,O
to,O
walk,O
-,O
in,O
guests,O
Attend,O
,,O
response,O
and,O
monitor,O
daily,O
telephone,O
calls,O
and,O
email,O
enquiries,O
Any,O
other,O
Ad,O
-,O
hoc,O
duties,O
as,O
assigned,O
Managed,O
miscellaneous,O
administrative,O
matters,O
EDUCATION,O
UNIVERSITY,B-EDUCATION
OF,I-EDUCATION
LONDON,I-EDUCATION
(,O
INTERNATIONAL,O
PROGRAMME,O
),O
Singapore,O
,,O
SG,O
Bachelor,O
of,O
Science,O
(,O
Hons,O
),O
:,O
Major,O
in,O
Banking,O
and,O
Finance,O
May,O
2014,O
Academics,O
:,O
2nd,O
Class,O
Honours,O
(,O
Lower,O
Division,O
),O
Undergraduate,O
Leadership,O
Exchange,O
Program,O
:,O
1,O
Term,O
/,O
Semester,O
at,O
Croatia,O
Project,O
:,O
Partnership,O
with,O
local,O
community,O
to,O
create,O
learning,O
programs,O
for,O
youths,O
with,O
Autism,O
and/or,O
physical,O
disabilities,O
Executive,O
Committee,O
of,O
AIESEC,O
–,O
world,O
’s,O
largest,O
non,O
-,O
profit,O
youth,O
organization,O
that,O
aims,O
to,O
empower,O
youths,O
through,O
leadership,O
events,O
such,O
as,O
conferences,O
or,O
opportunities,O
to,O
give,O
back,O
to,O
the,O
society,O
through,O
Volunteering,O
programs,O
.,O
Coordinated,O
in,O
enabling,O
students,O
from,O
Bulgaria,O
,,O
Korea,O
,,O
Lithuania,O
to,O
participate,O
in,O
internships,O
programs,O
in,O
Singapore,O
.,O
Planned,O
and,O
organized,O
setting,O
up,O
of,O
booths,O
,,O
as,O
well,O
as,O
talks,O
for,O
up,O
to,O
100,O
people,O
to,O
raise,O
awareness,O
about,O
plight,O
of,O
needy,O
people,O
in,O
less,O
developed,O
countries,O
through,O
AIESEC,O
St,O
Andrew,O
’s,O
Junior,O
College,O
Singapore,O
,,O
SG,O
Singapore,O
-,O
Cambridge,O
GCE,O
Advanced,O
(,O
‘,O
A,O
’,O
),O
Level,O
Nov,O
2010,O
Leadership,O
:,O
Vice,O
House,O
Captain,O
–,O
organized,O
college,O
-,O
wide,O
activities,O
during,O
major,O
events,O
such,O
as,O
National,O
day,O
,,O
Chinese,O
New,O
Year,O
etc,O
Extra,O
co,O
-,O
curricular,O
activities,O
:,O
Volleyball,O
school,O
team,O
–,O
Participated,O
in,O
A’Division,O
ADDITIONAL,O
INFORMATION,O
Involved,O
in,O
community,O
work,O
with,O
the,O
old,O
folk,O
’s,O
home,O
as,O
well,O
as,O
some,O
less,O
fortunate,O
families,O
Enjoys,O
sports,O
such,O
as,O
Volleyball,O
,,O
Swimming,O
&,O
Tennis,O
.,O
Interested,O
in,O
learning,O
languages,O
(,O
Took,O
up,O
Spanish,O
and,O
German,O
classes,O
),O
Enjoys,O
backpacking,O
