Text,Tag
Maria,B-NAME
Hodges,I-NAME
925,B-ADDRESS
Shawn,I-ADDRESS
Green,I-ADDRESS
Suite,I-ADDRESS
017,I-ADDRESS
Erichaven,I-ADDRESS
,,I-ADDRESS
IN,I-ADDRESS
40339,I-ADDRESS
+6254465595,B-PHONE
l,O
mastinesmith@gmail.com,B-EMAIL
I,O
am,O
a,O
lawyer,O
with,O
almost,O
9,O
years,O
of,O
combined,O
post,O
-,O
qualification,O
experience,O
in,O
the,O
Philippines,O
and,O
Singapore,O
.,O
I,O
have,O
extensively,O
handled,O
commercial,O
,,O
technical,O
,,O
and,O
IT,O
contracts,O
,,O
both,O
at,O
a,O
law,O
firm,O
and,O
in,O
-,O
house,O
.,O
On,O
top,O
of,O
my,O
legal,O
role,O
,,O
I,O
have,O
a,O
considerable,O
policy,O
and,O
regulatory,O
experience,O
in,O
the,O
capital,O
and,O
energy,O
/,O
electricity,O
markets,O
,,O
specifically,O
in,O
fixed,O
income,O
securities,O
and,O
renewable,O
energy,O
.,O
I,O
am,O
currently,O
based,O
in,O
Singapore,O
and,O
practising,O
as,O
an,O
in,O
-,O
house,O
lawyer,O
for,O
a,O
boutique,O
investment,O
management,O
and,O
commodity,O
&,O
trade,O
finance,O
company,O
.,O
The,O
technical,O
nature,O
of,O
the,O
fields,O
I,O
have,O
worked,O
in,O
allowed,O
me,O
to,O
learn,O
and,O
understand,O
not,O
only,O
the,O
legal,O
aspect,O
of,O
the,O
business,O
,,O
but,O
the,O
commercial,O
and,O
operational,O
aspects,O
as,O
well,O
.,O
Moreover,O
,,O
the,O
multi,O
-,O
jurisdictional,O
nature,O
of,O
my,O
role,O
and,O
the,O
roles,O
I,O
have,O
taken,O
allows,O
me,O
to,O
greatly,O
expand,O
my,O
commercial,O
law,O
knowledge,O
across,O
different,O
jurisdictions,O
,,O
as,O
well,O
as,O
develop,O
a,O
valuable,O
and,O
transferable,O
skill,O
set,O
in,O
these,O
dynamic,O
and,O
fast,O
-,O
paced,O
fields,O
.,O
Work,O
Experience,O
EuroFin,O
Asia,O
Group,O
Pte,O
Ltd.,O
(,O
EFA,O
Group,O
),O
Singapore,O
May,O
2015,O
-,O
present,O
Legal,O
Counsel,O
Regularly,O
provides,O
legal,O
support,O
to,O
all,O
company,O
departments,O
(,O
Human,O
Resources,O
,,O
Accounts,O
&,O
Finance,O
,,O
IT,O
,,O
Operations,O
,,O
and,O
Business,O
Development,O
),O
Is,O
responsible,O
for,O
preparing,O
and,O
reviewing,O
all,O
consultancy,O
,,O
agency,O
and,O
IT,O
contracts,O
,,O
risk,O
participation,O
agreements,O
,,O
rebate,O
and,O
marketer,O
agreements,O
,,O
subscription,O
and,O
share,O
purchase,O
agreements,O
,,O
shareholders,O
agreements,O
,,O
other,O
commercial,O
and,O
technical,O
contracts,O
,,O
and,O
all,O
KYC,O
documentation,O
for,O
all,O
business,O
lines,O
of,O
the,O
Group,O
Is,O
regularly,O
involved,O
in,O
the,O
structuring,O
of,O
trade,O
finance,O
facilities,O
Proposes,O
the,O
securities,O
for,O
each,O
trade,O
finance,O
facility,O
,,O
depending,O
on,O
the,O
trade,O
flows,O
,,O
applicable,O
jurisdiction,O
,,O
and,O
the,O
governing,O
law,O
of,O
the,O
transaction,O
documents,O
Gives,O
advise,O
and,O
coordinates,O
with,O
external,O
legal,O
counsel,O
on,O
the,O
validity,O
and,O
enforcement,O
issues,O
against,O
the,O
parties,O
to,O
the,O
finance,O
documents,O
that,O
are,O
domiciled,O
in,O
different,O
locations,O
(,O
Southeast,O
Asia,O
,,O
China,O
,,O
India,O
,,O
Russian,O
Federation,O
,,O
Middle,O
East,O
,,O
Europe,O
,,O
Sub,O
-,O
Saharan,O
Africa,O
),O
Gives,O
advise,O
on,O
the,O
choice,O
of,O
law,O
and,O
court,O
issues,O
arising,O
from,O
finance,O
and,O
transaction,O
documents,O
as,O
the,O
parties,O
and,O
the,O
goods,O
are,O
located,O
in,O
multiple,O
jurisdictions,O
Gives,O
advise,O
on,O
the,O
operational,O
and,O
commercial,O
implications,O
of,O
adopting,O
a,O
certain,O
legal,O
structure,O
for,O
a,O
facility,O
in,O
view,O
of,O
its,O
multi,O
-,O
jurisdictional,O
nature,O
and,O
the,O
different,O
legal,O
systems,O
that,O
may,O
be,O
involved,O
Prepares,O
all,O
legal,O
documentation,O
and,O
finance,O
documents,O
for,O
trade,O
finance,O
facilities,O
,,O
including,O
security,O
documentation,O
and,O
risk,O
participation,O
agreements,O
Has,O
closed,O
numerous,O
trade,O
finance,O
,,O
factoring,O
,,O
reverse,O
factoring,O
,,O
syndicated,O
loan,O
agreements,O
,,O
and,O
risk,O
participation,O
deals,O
for,O
the,O
company,O
Has,O
on,O
-,O
boarded,O
different,O
funds,O
for,O
the,O
company,O
Reviews,O
ISDA,O
Master,O
Agreements,O
for,O
the,O
group,O
companies,O
and,O
funds,O
,,O
including,O
the,O
Schedules,O
and,O
side,O
letters,O
Responsible,O
for,O
IP,O
-,O
related,O
matters,O
affecting,O
the,O
company,O
,,O
including,O
registration,O
of,O
trademark,O
and,O
trade,O
name,O
Handles,O
compliance,O
-,O
related,O
issues,O
and,O
works,O
closely,O
with,O
the,O
Compliance,O
Officer,O
on,O
KYC,O
,,O
due,O
diligence,O
,,O
and,O
personal,O
data,O
protection,O
matters,O
Philippine,O
Electricity,O
Market,O
Corporation,O
(,O
PEMC,O
),O
Wholesale,O
Electricity,O
Spot,O
Market,O
Operator,O
Metro,O
Manila,O
,,O
Philippines,O
November,O
2012,O
-,O
August,O
2014,O
Legal,O
Officer,O
drafted,O
and,O
reviewed,O
service,O
level,O
contracts,O
,,O
non,O
-,O
disclosure,O
agreements,O
,,O
maintenance,O
agreements,O
,,O
and,O
licensing,O
contracts,O
reviewed,O
Terms,O
of,O
Reference,O
(,O
TOR,O
),O
and,O
Requests,O
for,O
Proposal,O
(,O
RFP,O
),O
for,O
potential,O
contractors,O
and,O
consultants,O
was,O
part,O
