Text,Tag
Omar,B-NAME
Ruiz,I-NAME
+971,B-PHONE
1951,I-PHONE
2028,I-PHONE
johnsoneric@gmail.com,B-EMAIL
An,O
experienced,O
finance,O
professional,O
specializing,O
in,O
fixed,O
income,O
and,O
related,O
products,O
.,O
Focused,O
on,O
MENA,O
/,O
Asian,O
Credit,O
.,O
Well,O
established,O
relationships,O
with,O
dedicated,O
MENA,O
investor,O
community,O
–,O
Middle,O
East,O
bank,O
treasuries,O
,,O
institutional,O
/,O
corporate,O
investors,O
and,O
hedge,O
funds,O
.,O
Nine,O
year,O
proven,O
track,O
record,O
of,O
execution,O
and,O
distribution,O
of,O
capital,O
markets,O
transactions,O
.,O
WORK,O
EXPERIENCE,O
Dec,O
2007,O
-,O
Present,O
National,O
Bank,O
of,O
Abu,O
Dhabi,O
(,O
NBAD,O
),O
Abu,O
Dhabi,O
/,O
Dubai,O
Director,O
–,O
Institutional,O
Sales,O
,,O
Global,O
Markets,O
Dec,O
2013,O
–,O
Present,O
Single,O
and,O
direct,O
contact,O
for,O
capital,O
market,O
product,O
dealings,O
for,O
Financial,O
Institutions,O
&,O
Non,O
-,O
Banking,O
Financial,O
Institutions,O
.,O
Covering,O
markets,O
in,O
MENA,O
(,O
mainly,O
GCC,O
),O
,,O
UK,O
,,O
Europe,O
and,O
Asia,O
.,O
Market,O
and,O
execute,O
fixed,O
income,O
trades,O
in,O
primary,O
and,O
secondary,O
markets,O
.,O
Cross,O
-,O
selling,O
was,O
one,O
of,O
the,O
main,O
focuses,O
for,O
credit,O
distribution,O
.,O
Would,O
ensure,O
every,O
bond,O
sold,O
was,O
proposed,O
with,O
an,O
IRS,O
hedge,O
and,O
then,O
a,O
REPO,O
in,O
order,O
to,O
offer,O
a,O
tailor,O
made,O
investment,O
to,O
a,O
client,O
.,O
Distributed,O
public,O
issues,O
and,O
private,O
placements,O
for,O
corporates,O
and,O
sovereigns,O
.,O
Manager,O
–,O
Primary,O
Markets,O
Syndicate,O
&,O
Secondary,O
Sales,O
May,O
2010,O
–,O
Nov,O
2013,O
Worked,O
closely,O
with,O
the,O
Head,O
of,O
Primary,O
Markets,O
Syndicate,O
in,O
the,O
pricing,O
,,O
marketing,O
and,O
execution,O
of,O
fixed,O
income,O
new,O
issues,O
for,O
MENA,O
issuers,O
.,O
Help,O
establish,O
NBAD,O
’s,O
network,O
as,O
a,O
major,O
distributor,O
of,O
fixed,O
income,O
instruments,O
in,O
the,O
international,O
capital,O
markets,O
Actively,O
sold,O
bonds,O
and,O
sukuks,O
at,O
the,O
secondary,O
level,O
in,O
support,O
of,O
Global,O
Market,O
’s,O
strategy,O
to,O
increase,O
flow,O
business,O
rather,O
than,O
depend,O
on,O
proprietary,O
activities,O
Successfully,O
syndicated,O
deals,O
where,O
NBAD,O
was,O
a,O
book,O
runner,O
and,O
ensured,O
that,O
NBAD,O
maintains,O
its,O
position,O
as,O
a,O
book,O
runner,O
of,O
choice,O
.,O
Involved,O
in,O
the,O
end,O
-,O
to,O
-,O
end,O
execution,O
of,O
transactions,O
including,O
advising,O
issuers,O
on,O
best,O
marketing,O
/,O
execution,O
strategies,O
,,O
setup,O
roadshows,O
across,O
MENA,O
/,O
Europe,O
/,O
Asia,O
,,O
book,O
building,O
,,O
allocations,O
and,O
pricing,O
.,O
Associate,O
–,O
Capital,O
Markets,O
Department,O
Dec,O
2007,O
–,O
Apr,O
2010,O
Assisted,O
the,O
CMD,O
head,O
in,O
setting,O
up,O
the,O
desk,O
and,O
establishing,O
an,O
investor,O
/,O
counterparty,O
relationship,O
network,O
across,O
the,O
globe,O
.,O
This,O
involved,O
cold,O
calling,O
multiple,O
accounts,O
in,O
MENA,O
/,O
Europe,O
/,O
Asia,O
.,O
Supported,O
the,O
Capital,O
markets,O
team,O
in,O
their,O
day,O
to,O
day,O
and,O
distribution,O
efforts,O
by,O
providing,O
client,O
-,O
facing,O
support,O
and,O
up,O
-,O
to,O
date,O
marketing,O
material,O
.,O
Involved,O
in,O
selection,O
of,O
various,O
web,O
based,O
applications,O
for,O
book,O
building,O
of,O
new,O
issues,O
.,O
Assisted,O
the,O
sales,O
-,O
trading,O
team,O
in,O
their,O
day,O
to,O
day,O
activities,O
,,O
booking,O
tickets,O
,,O
following,O
up,O
with,O
middle,O
/,O
back,O
office,O
.,O
Support,O
the,O
desk,O
by,O
developing,O
/,O
improving,O
/maintaining,O
trading,O
tools,O
.,O
Prepared,O
product,O
marketing,O
materials,O
and,O
weekly,O
/,O
monthly,O
distribution,O
reports,O
.,O
This,O
would,O
involve,O
monitoring,O
primary,O
markets,O
,,O
pricing,O
benchmark,O
yields,O
,,O
market,O
spreads,O
,,O
secondary,O
market,O
trading,O
levels,O
and,O
liquidity,O
.,O
Apr,O
2004,O
–,O
Nov,O
2007,O
IBM,O
Global,O
Services,O
Bangalore,O
,,O
India,O
Deputy,O
Manager,O
–,O
Operations,O
Client,O
–,O
St.,O
George,O
Bank,O
(,O
now,O
Westpac,O
),O
Nov,O
2006,O
–,O
Nov,O
2007,O
Successfully,O
transitioned,O
&,O
implemented,O
credit,O
card,O
services,O
process,O
&,O
handled,O
key,O
deliverables,O
pertaining,O
to,O
transition,O
from,O
Australia,O
to,O
India,O
.,O
Undertook,O
transition,O
&,O
Process,O
Implementation,O
in,O
Australia,O
to,O
transition,O
a,O
banking,O
credit,O
card,O
process,O
to,O
India,O
.,O
Successfully,O
