Text,Tag
2,O
THE,O
SEARCH,O
SPECIALISTS,O
FOR,O
THE,O
FUNDS,O
INDUSTRY,O
LONDON,O
|,O
LUXEMBOURG,O
|,O
FRANKFURT,O
|,O
SINGAPORE,O
|,O
HONG,O
KONG,O
Name,O
:,O
Toddy,B-NAME
Hubbard,I-NAME
Gender,O
:,O
Female,B-GENDER
National,O
:,O
Indian,B-NATIONALITY
Current,O
drawn,O
Salary,O
:,O
SGD,O
10,230,O
+,O
Bonus,O
Expected,O
Salary,O
:,O
Negotiable,O
Notice,O
Period,O
:,O
Immediately,O
Available,O
EDUCATION,O
DETAILS,O
National,B-EDUCATION
Law,I-EDUCATION
School,I-EDUCATION
of,I-EDUCATION
India,I-EDUCATION
University,I-EDUCATION
(,O
NLSIU,O
),O
,,O
Bangalore,O
,,O
India,O
2004,O
Master,O
in,O
Business,O
Law,O
Bangalore,B-EDUCATION
University,I-EDUCATION
,,O
India,O
1998,O
Bachelor,O
of,O
Commerce,O
PROFESSIONAL,O
QUALIFICATIONS,O
The,B-EDUCATION
Institute,I-EDUCATION
of,I-EDUCATION
Company,I-EDUCATION
Secretaries,I-EDUCATION
of,I-EDUCATION
India,I-EDUCATION
,,O
India,O
2003,O
Associate,B-EDUCATION
and,I-EDUCATION
Member,I-EDUCATION
Institute,I-EDUCATION
of,I-EDUCATION
Chartered,I-EDUCATION
Secretaries,I-EDUCATION
and,I-EDUCATION
Administrators,I-EDUCATION
,,O
London,O
2009,O
Associate,O
and,O
Member,O
PROFESSIONAL,O
EXPERIENCE,O
Citco,O
Singapore,O
Pte,O
.,O
Ltd.,O
,,O
Singapore,O
(,O
Jan,O
2009,O
–,O
Jun,O
2015,O
),O
Director,O
,,O
Legal,O
In,O
Corporate,O
,,O
Trust,O
&,O
Funds,O
Services,O
Manage,O
and,O
administration,O
of,O
company,O
secretarial,O
and,O
compliance,O
aspect,O
of,O
client,O
companies,O
with,O
different,O
lines,O
of,O
business,O
like,O
private,O
clients,O
,,O
trust,O
structure,O
,,O
Real,O
Estate,O
Investment,O
Funds,O
/,O
Private,O
Equity,O
clients,O
,,O
Structure,O
Finance,O
clients,O
,,O
