Text,Tag
Spencer,B-NAME
Perez,I-NAME
christine47@hotmail.com,B-EMAIL
Phone,O
no,O
.,O
:,O
+,B-PHONE
71,I-PHONE
-,I-PHONE
1246,I-PHONE
1092,I-PHONE
EDUCATIONAL,O
QUALIFICATIONS,O
Jun,O
’,O
02,O
-,O
Mar,O
’,O
04,O
Post,O
Graduate,O
Diploma,O
in,O
Management,O
,,O
IIM,B-EDUCATION
Bangalore,I-EDUCATION
–,O
Finance,O
Jul,O
’,O
98,O
-,O
May,O
’,O
02,O
Bachelor,O
of,O
Technology,O
,,O
IIT,B-EDUCATION
Madras,I-EDUCATION
-,O
Electrical,O
Engineering,O
WORK,O
EXPERIENCE,O
Deutsche,O
Bank,O
,,O
Corporate,O
Trust,O
Apr’16,O
–,O
Till,O
Now,O
Location,O
:,O
Singapore,O
Assistant,O
Vice,O
President,O
Job,O
Responsibilities,O
Part,O
of,O
the,O
core,O
team,O
that,O
successfully,O
led,O
the,O
pitch,O
for,O
winning,O
the,O
mandate,O
for,O
a,O
USD,O
1.5bn,O
Collateralised,O
Fund,O
Obligation,O
transaction,O
for,O
a,O
Singapore,O
Sovereign,O
Wealth,O
Fund,O
.,O
Instrumental,O
in,O
establishing,O
the,O
framework,O
and,O
infrastructure,O
for,O
the,O
landmark,O
transaction,O
in,O
Asia,O
.,O
Managed,O
the,O
project,O
of,O
integrating,O
businesses,O
,,O
systems,O
and,O
processes,O
for,O
delivering,O
high,O
standard,O
services,O
for,O
the,O
client,O
.,O
Won,O
client,O
praise,O
for,O
delivering,O
under,O
tight,O
deadlines,O
requiring,O
close,O
collaboration,O
with,O
multiple,O
teams,O
on,O
the,O
client,O
side,O
.,O
Spearheaded,O
delivery,O
of,O
transaction,O
administration,O
services,O
.,O
Setup,O
daily,O
account,O
reconciliation,O
model,O
,,O
dynamic,O
currency,O
hedge,O
valuation,O
model,O
,,O
LTV,O
calculation,O
,,O
Payment,O
waterfall,O
model,O
,,O
straight,O
-,O
through,O
private,O
equity,O
data,O
-,O
flow,O
and,O
analysis,O
,,O
rating,O
agency,O
reporting,O
models,O
and,O
investor,O
reporting,O
.,O
Involved,O
in,O
sales,O
coverage,O
for,O
preparing,O
presentation,O
and,O
demos,O
for,O
structured,O
transactions,O
including,O
CLOs,O
and,O
quasi,O
-,O
CLOs,O
for,O
various,O
financial,O
institutions,O
and,O
quasi,O
-,O
wealth,O
funds,O
.,O
Involved,O
in,O
administration,O
of,O
vanilla,O
DCM,O
transactions,O
including,O
document,O
review,O
,,O
settlement,O
,,O
administration,O
,,O
and,O
defaults,O
management,O
.,O
Deutsche,O
Bank,O
,,O
Structured,O
Finance,O
Services,O
Jan’09,O
–,O
Apr’16,O
Location,O
:,O
Mumbai,O
Assistant,O
Vice,O
President,O
Job,O
Responsibilities,O
:,O
Managing,O
team,O
that,O
monitors,O
compliance,O
requirements,O
of,O
Structured,O
Finance,O
transactions,O
such,O
as,O
Collateralized,O
Bond,O
Obligations,O
,,O
Collateralized,O
Loan,O
Obligations,O
,,O
Microfinance,O
Structured,O
Lending,O
Product,O
,,O
Variable,O
Funding,O
Notes,O
,,O
Repacks,O
,,O
Synthetic,O
Structures,O
including,O
synthetic,O
programs,O
deals,O
for,O
valuation,O
,,O
trigger,O
events,O
,,O
and,O
compliance,O
.,O
Formulating,O
and,O
implementing,O
risk,O
management,O
structure,O
for,O
short,O
term,O
trade,O
finance,O
credit,O
exposure,O
.,O
This,O
involved,O
setting,O
up,O
a,O
CDO,O
topped,O
up,O
with,O
a,O
first,O
-,O
to,O
-,O
default,O
CDS,O
.,O
Strong,O
exposure,O
to,O
several,O
debt,O
instruments,O
including,O
corporate,O
bonds,O
,,O
syndicated,O
loan,O
facilities,O
,,O
structured,O
lending,O
programs,O
,,O
single,O
name,O
CDSs,O
,,O
Credit,O
linked,O
notes,O
,,O
etc,O
.,O
Assisting,O
Collateral,O
Managers,O
on,O
various,O
aspects,O
of,O
the,O
structure,O
including,O
eligibility,O
of,O
investible,O
assets,O
/,O
classes,O
,,O
measuring,O
trigger,O
events,O
,,O
and,O
compliance,O
requirements,O
.,O
Developing,O
understanding,O
of,O
new,O
and,O
complex,O
structures,O
in,O
the,O
structured,O
credit,O
market,O
,,O
including,O
collateralized,O
bond,O
obligations,O
,,O
collateralized,O
loan,O
obligations,O
,,O
repacks,O
,,O
synthetic,O
structures,O
including,O
synthetic,O
programs,O
with,O
direct,O
interaction,O
with,O
clients,O
.,O
Represented,O
Deutsche,O
Bank,O
in,O
various,O
industry,O
conferences,O
,,O
seminars,O
and,O
focus,O
group,O
discussion,O
