Text,Tag
Kayla,B-NAME
King,I-NAME
-,I-NAME
Scott,I-NAME
Address,O
:,O
9110,B-ADDRESS
Justin,I-ADDRESS
Squares,I-ADDRESS
,,I-ADDRESS
New,I-ADDRESS
Vernonburgh,I-ADDRESS
,,I-ADDRESS
NY,I-ADDRESS
80504,I-ADDRESS
Tel,O
:,O
2855,B-PHONE
6212,I-PHONE
Email,O
:,O
georgemora@gmail.com,B-EMAIL
PROFESSIONAL,O
SUMMARY,O
With,O
eight,O
years,O
of,O
audit,O
experience,O
,,O
specialised,O
in,O
asset,O
management,O
industry,O
for,O
the,O
last,O
six,O
years,O
.,O
Experienced,O
in,O
auditing,O
unit,O
trust,O
,,O
hedge,O
fund,O
,,O
private,O
equity,O
fund,O
and,O
fund,O
management,O
company,O
.,O
EXPERIENCE,O
Auditor,O
,,O
PricewaterhouseCoopers,O
LLP,O
,,O
Singapore,O
November,O
2010,O
till,O
present,O
Manager,O
(,O
July,O
2014,O
till,O
present,O
),O
Reviewed,O
work,O
performed,O
by,O
team,O
member,O
and,O
report,O
to,O
the,O
engagement,O
leader,O
.,O
Reviewed,O
the,O
financial,O
statements,O
and,O
MAS,O
forms,O
for,O
fund,O
management,O
companies,O
.,O
Liaised,O
with,O
clients,O
for,O
fees,O
quote,O
and,O
timeline,O
,,O
to,O
ensure,O
the,O
funds,O
and,O
fund,O
manager,O
meet,O
the,O
regulatory,O
and,O
reporting,O
deadlines,O
.,O
Communicated,O
with,O
compliance,O
managers,O
,,O
operation,O
managers,O
and,O
fund,O
administrators,O
to,O
resolve,O
issues,O
identified,O
.,O
Coached,O
the,O
team,O
members,O
and,O
provided,O
feedback,O
for,O
their,O
performance,O
.,O
Reviewed,O
and,O
updates,O
the,O
audit,O
procedures,O
for,O
asset,O
management,O
team,O
.,O
Associate,O
,,O
Senior,O
Associate,O
and,O
Assistant,O
Manager,O
(,O
November,O
2010,O
till,O
June,O
2014,O
),O
Lead,O
the,O
engagement,O
team,O
and,O
finalised,O
audit,O
reports,O
at,O
company,O
and,O
consolidation,O
level,O
in,O
accordance,O
with,O
Reporting,O
Standards,O
and,O
report,O
to,O
manager,O
.,O
Coordinated,O
project,O
plan,O
,,O
scheduling,O
and,O
budgeting,O
for,O
each,O
engagement,O
.,O
Evaluated,O
internal,O
control,O
procedures,O
implemented,O
by,O
client,O
and,O
identified,O
the,O
controls,O
on,O
compliance,O
,,O
trade,O
and,O
allocation,O
of,O
investments,O
,,O
reconciliation,O
and,O
settlements,O
and,O
investment,O
performance,O
review,O
.,O
Performed,O
compliance,O
review,O
to,O
ensure,O
the,O
Company,O
complied,O
with,O
MAS,O
licence,O
requirements,O
and,O
other,O
legal,O
laws,O
and,O
regulations,O
such,O
as,O
Capital,O
Market,O
Services,O
licence,O
,,O
Registered,O
Fund,O
Management,O
Company,O
and,O
CPF,O
funds,O
under,O
CPF,O
Board,O
.,O
Auditor,O
,,O
Paul,O
Wan,O
&,O
Co,O
,,O
Singapore,O
August,O
2008,O
–,O
November,O
2010,O
Audit,O
Semi,O
-,O
senior,O
and,O
Assistant,O
Involved,O
in,O
audit,O
engagement,O
of,O
multinationals,O
,,O
private,O
limited,O
companies,O
and,O
public,O
listed,O
companies,O
in,O
various,O
industries,O
such,O
as,O
manufacturing,O
,,O
trading,O
,,O
investment,O
holding,O
,,O
servicing,O
,,O
shipping,O
and,O
construction,O
.,O
Assisted,O
seniors,O
in,O
carrying,O
out,O
the,O
audit,O
and,O
played,O
as,O
a,O
field,O
-,O
in,O
-,O
charge,O
role,O
for,O
a,O
few,O
audit,O
engagements,O
to,O
provide,O
guidance,O
to,O
junior,O
staffs,O
.,O
Joined,O
the,O
China,O
engagement,O
team,O
and,O
exposed,O
to,O
China,O
’s,O
rules,O
and,O
regulations,O
/,O
practice,O
.,O
Audit,O
trainee,O
,,O
P.C.,O
Chan,O
&,O
Partners,O
,,O
Malaysia,O
February,O
2006,O
-,O
May,O
2006,O
Audited,O
accounts,O
for,O
firm,O
in,O
various,O
industries,O
such,O
as,O
investment,O
holding,O
,,O
trading,O
and,O
service,O
provider,O
.,O
Posted,O
audit,O
adjustment,O
,,O
prepared,O
trial,O
balance,O
,,O
prepared,O
audit,O
confirmations,O
,,O
and,O
performed,O
vouching,O
test,O
for,O
profit,O
and,O
loss,O
accounts,O
.,O
Analysed,O
expenses,O
for,O
tax,O
computation,O
and,O
filled,O
up,O
the,O
individual,O
tax,O
return,O
.,O
QUALIFICATION,O
The,B-EDUCATION
Association,I-EDUCATION
of,I-EDUCATION
Chartered,I-EDUCATION
Certified,I-EDUCATION
Accountant,I-EDUCATION
May,O
2005,O
-,O
December,O
2008,O
B.A.,O
(,O
Honours,O
),O
Accounting,O
and,O
Finance,O
June,O
2007,O
-,O
September,O
2007,O
Sheffield,B-EDUCATION
Hallam,I-EDUCATION
University,I-EDUCATION
,,O
United,O
Kingdom,O
Advanced,O
Diploma,O
in,O
Commerce,O
(,O
Financial,O
Accounting,O
),O
May,O
2005,O
-,O
May,O
2007,O
Diploma,O
in,O
Business,O
Studies,O
(,O
Accounting,O
),O
May,O
2003,O
-,O
May,O
2005,O
Tunku,B-EDUCATION
Abdul,I-EDUCATION
Rahman,I-EDUCATION
College,I-EDUCATION
,,O
Malaysia,O
Sijil,O
Pelajaran,O
Malaysia,O
Year,O
1998,O
-,O
2002,O
Sekolah,B-EDUCATION
Menengah,I-EDUCATION
Kebangsaan,I-EDUCATION
Convent,I-EDUCATION
,,O
Malaysia,O
MEMBERSHIP,O
Member,O
of,O
Institute,B-EDUCATION
of,I-EDUCATION
Singapore,I-EDUCATION
Chartered,I-EDUCATION
Accountants,I-EDUCATION
(,O
ISCA,O
),O
October,O
2011,O
Member,O
of,O
The,O
Association,O
of,O
Chartered,O
Certified,O
Accountants,O
(,O
ACCA,O
),O
January,O
2013,O
SKILLS,O
Computer,O
skills,O
General,O
:,O
MS,O
Word,O
,,O
MS,O
Excel,O
and,O
MS,O
Power,O
Point,O
Accounting,O
:,O
UBS,O
Accounting,O
Software,O
,,O
MYOB,O
Premier,O
,,O
CCH,O
Audit,O
Software,O
Language,O
skills,O
Spoken,O
and,O
written,O
:,O
English,O
,,O
Mandarin,O
and,O
Bahasa,O
Melayu,O
