Text,Tag
Resume,O
Personal,O
Details,O
Name,O
:,O
Gabriella,B-NAME
Wright,I-NAME
Date,O
of,O
Birth,O
:,O
28,B-DOB
October,I-DOB
1993,I-DOB
(,O
Single,O
),O
Nationality,O
:,O
American,B-NATIONALITY
Gender,O
:,O
Female,B-GENDER
Height,O
/,O
Weight,O
:,O
161,O
cm,O
/,O
45,O
kg,O
Telephone,O
no,O
.,O
:,O
(,O
H,O
),O
:,O
8313,B-PHONE
7784,I-PHONE
(,O
M,O
),O
:,O
8313,B-PHONE
6206,I-PHONE
Email,O
address,O
:,O
frank04@kelly.net,B-EMAIL
Residential,O
address,O
:,O
827,B-ADDRESS
Alexander,I-ADDRESS
Path,I-ADDRESS
Apt,I-ADDRESS
.,I-ADDRESS
867,I-ADDRESS
,,I-ADDRESS
Elizabethville,I-ADDRESS
,,I-ADDRESS
DC,I-ADDRESS
41356,I-ADDRESS
Able,O
to,O
:,O
Travel,O
/,O
Station,O
in,O
China,O
/,O
Overseas,O
Education,O
Background,O
Sep,O
',O
2017,O
onward,O
Manchester,B-EDUCATION
Metropolitan,I-EDUCATION
University,I-EDUCATION
CPE,O
of,O
England,O
&,O
Wales,O
2010,O
–,O
2014,O
The,O
Open,B-EDUCATION
University,I-EDUCATION
of,I-EDUCATION
Hong,I-EDUCATION
Kong,I-EDUCATION
BSScH,O
in,O
Psychology,O
(,O
2nd,O
Hon,O
),O
2008,O
-,O
2010,O
Ning,B-EDUCATION
Po,I-EDUCATION
College,I-EDUCATION
F.7,O
Graduated,O
(,O
Passed,O
in,O
HKALE,O
),O
Chinese,O
and,O
Culture,O
(,O
B,O
),O
,,O
Use,O
of,O
English,O
(,O
E,O
),O
,,O
History,O
(,O
C,O
),O
,,O
Chinese,O
Literature,O
(,O
D,O
),O
2003,O
–,O
2008,O
St,O
Catherine,O
School,O
for,O
Girls,O
K.T.,O
F.5,O
Graduated,O
(,O
Passed,O
in,O
HKCEE,O
),O
Chinese,O
(,O
C,O
),O
,,O
English,O
(,O
D,O
),O
,,O
Mathematics,O
(,O
D,O
),O
,,O
Chinese,O
Literature,O
(,O
C,O
),O
,,O
Chinese,O
History,O
(,O
D,O
),O
,,O
History,O
(,O
D,O
),O
,,O
C.I.T,O
(,O
D,O
),O
,,O
Geography,O
(,O
E,O
),O
Qualification,O
July,O
2013,O
CRE,O
Use,O
of,O
English,O
(,O
Level,O
2,O
),O
Aptitude,O
Test,O
(,O
Pass,O
),O
Basic,O
Law,O
Test,O
(,O
Pass,O
),O
Working,O
Experience,O
Apr,O
2015,O
–,O
Now,O
Clifford,O
Chance,O
As,O
a,O
Legal,O
Administrative,O
Coordinator,O
Nature,O
:,O
Legal,O
Service,O
(,O
Full,O
-,O
time,O
),O
(,O
Size,O
:,O
>,O
100,O
),O
Duties,O
:,O
Coordinate,O
the,O
post,O
-,O
closing,O
process,O
for,O
both,O
the,O
aviation,O
team,O
and,O
shipping,O
team,O
(,O
in,O
the,O
Asset,O
Finance,O
Department,O
),O
including,O
working,O
with,O
internal,O
business,O
associates,O
and,O
trainees,O
to,O
complete,O
the,O
post,O
-,O
closing,O
transaction,O
work,O
and,O
assist,O
in,O
obtaining,O
authorized,O
signatures,O
to,O
all,O
original,O
documents,O
including,O
but,O
not,O
limited,O
to,O
Loan,O
Agreements,O
,,O
Facility,O
Agreements,O
and,O
Warranties,O
Agreements,O
.,O
Review,O
and,O
verify,O
all,O
executed,O
contracts,O
(,O
cross,O
jurisdiction,O
),O
to,O
ensure,O
all,O
information,O
and,O
terms,O
are,O
accurate,O
.,O
Consistently,O
maintain,O
transaction,O
database,O
,,O
files,O
,,O
correspondences,O
and,O
records,O
,,O
reorganize,O
and,O
collate,O
original,O
and,O
electronic,O
documents,O
.,O
Work,O
closely,O
with,O
clients,O
and,O
coordinate,O
with,O
internal,O
colleagues,O
in,O
order,O
to,O
provide,O
an,O
overview,O
of,O
the,O
transaction,O
file,O
status,O
to,O
the,O
transaction,O
manager,O
.,O
Prepare,O
bible,O
index,O
for,O
clients,O
,,O
which,O
are,O
e,O
-,O
bibles,O
containing,O
large,O
volumes,O
of,O
documents,O
related,O
to,O
the,O
corresponding,O
legal,O
transactions,O
.,O
Work,O
under,O
remote,O
supervision,O
from,O
supervisor,O
who,O
based,O
in,O
Tokyo,O
.,O
Independently,O
and,O
fully,O
manage,O
post,O
-,O
closing,O
work,O
right,O
after,O
the,O
deal,O
is,O
being,O
closed,O
until,O
post,O
-,O
closing,O
work,O
is,O
completed,O
.,O
Translate,O
documents,O
from,O
Chinese,O
to,O
English,O
for,O
consultants,O
.,O
Mar,O
2014,O
–,O
Apr,O
2015,O
Stephenson,O
Harwood,O
As,O
a,O
Company,O
Secretarial,O
Assistant,O
Nature,O
:,O
Legal,O
Service,O
(,O
Full,O
-,O
time,O
),O
(,O
Size,O
:,O
>,O
100,O
),O
Duties,O
:,O
Assist,O
Company,O
Secretary,O
on,O
company,O
secretarial,O
work,O
including,O
but,O
not,O
limited,O
in,O
drafting,O
legal,O
documents,O
(,O
e.g.,O
Annual,O
Returns,O
,,O
Board,O
Resolutions,O
and,O
Memorandum,O
and,O
Articles,O
of,O
Associations,O
),O
and,O
communicating,O
with,O
clients,O
in,O
order,O
to,O
deal,O
with,O
their,O
enquiries,O
(,O
e.g.,O
change,O
of,O
directors,O
and,O
shares,O
),O
.,O
Assist,O
in,O
providing,O
trustee,O
service,O
for,O
our,O
client,O
in,O
order,O
to,O
manage,O
private,O
funds,O
.,O
Ad,O
-,O
hoc,O
work,O
and,O
administrative,O
work,O
including,O
but,O
not,O
limited,O
in,O
organizing,O
electronic,O
and,O
corporate,O
bundles,O
.,O
Simple,O
accounting,O
and,O
prepare,O
bills,O
.,O
Simple,O
translation,O
from,O
Chinese,O
to,O
English,O
and,O
from,O
English,O
to,O
Chinese,O
.,O
Aug,O
2013,O
–,O
Mar,O
2014,O
Stephen,O
Lo,O
&,O
Assoicates,O
Ltd.,O
As,O
a,O
Part,O
-,O
time,O
Junior,O
Secretary,O
(,O
Company,O
Secretarial,O
work,O
included,O
),O
Nature,O
:,O
Legal,O
Service,O
(,O
Part,O
-,O
time,O
),O
(,O
Size,O
:,O
2,O
),O
Duties,O
:,O
Assist,O
employer,O
in,O
Office,O
(,O
Provide,O
all,O
kind,O
of,O
Clerical,O
support,O
including,O
but,O
not,O
limited,O
in,O
drafting,O
legal,O
documents,O
/,O
prepared,O
government,O
forms,O
,,O
Customer,O
Service,O
provided,O
to,O
clients,O
,,O
Store,O
room,O
management,O
,,O
Account,O
management,O
,,O
Answer,O
enquiries,O
or,O
calls,O
,,O
etc,O
),O
and,O
work,O
as,O
employer,O
requested,O
.,O
June,O
2012,O
–,O
Dec,O
2012,O
The,O
Hong,O
Kong,O
and,O
China,O
Gas,O
Company,O
Ltd.,O
As,O
a,O
Part,O
-,O
time,O
Corporate,O
Communication,O
Assistant,O
Nature,O
:,O
June,O
2012-Aug,O
2012,O
work,O
as,O
Industrial,O
Trainee,O
by,O
internship,O
program,O
Then,O
extended,O
contract,O
from,O
Sep,O
2012-Dec,O
2012,O
(,O
Size,O
:,O
>,O
300,O
in,O
HK,O
;,O
>,O
200,O
in,O
China,O
),O
Duties,O
:,O
Clerk,O
duties,O
including,O
filing,O
and,O
coping,O
Help,O
in,O
setting,O
up,O
and,O
holding,O
events,O
(,O
esp,O
.,O
150th,O
celebrating,O
events,O
–,O
Exhibition,O
,,O
cocktail,O
party,O
),O
Assist,O
to,O
manager,O
when,O
emergency,O
(,O
Discontinue,O
gas,O
supply,O
at,O
Tai,O
Po,O
at,O
June,O
2013,O
),O
Provide,O
customer,O
service,O
Some,O
basic,O
accounting,O
work,O
Store,O
room,O
management,O
April,O
2010,O
–,O
March,O
2011,O
Mustard,O
Seed,O
Services,O
Ltd.,O
As,O
a,O
Part,O
-,O
time,O
Event,O
Helper,O
Nature,O
:,O
(,O
Size,O
:,O
20,O
),O
Markets,O
:,O
Asia,O
Duties,O
:,O
Help,O
in,O
setting,O
up,O
the,O
event,O
Make,O
sure,O
the,O
event,O
run,O
smoothly,O
Call,O
and,O
remind,O
members,O
who,O
have,O
join,O
the,O
event,O
Awards,O
2008,O
–,O
2009,O
2006,O
–,O
2007,O
2005,O
-,O
2006,O
第二屆全港中學生「可持續發展」廣播劇創作比賽,O
:,O
優異獎,O
St.,O
John,O
Ambulance,O
Brigade,O
Competition,O
For,O
Nursing,O
Cadet,O
Uniform,O
&,O
Equipment,O
1st,O
Runner,O
-,O
up,O
St.,O
John,O
Ambulance,O
Brigade,O
Competition,O
For,O
Nursing,O
Cadet,O
Uniform,O
&,O
Equipment,O
1st,O
Runner,O
-,O
up,O
Activities,O
and,O
Services,O
2011,O
-,O
2012,O
Internal,O
Secretary,O
(,O
Social,O
Service,O
Team,O
in,O
OUHK,O
),O
2011,O
-,O
2012,O
2010,O
2008,O
-,O
2009,O
2008,O
Promotion,O
Secretary,O
(,O
Student,O
Psychology,O
Society,O
in,O
OUHK,O
),O
Executive,O
committee,O
of,O
Graduation,O
Dinner,O
(,O
Ning,B-EDUCATION
Po,I-EDUCATION
College,I-EDUCATION
),O
Committee,O
Member,O
of,O
Chinese,O
Society,O
(,O
Ning,B-EDUCATION
Po,I-EDUCATION
College,I-EDUCATION
),O
Executive,O
committee,O
of,O
Graduation,O
Dinner,O
(,O
St.,O
Catherine,O
School,O
for,O
Girls,O
K.T.,O
),O
2005,O
-,O
2006,O
St.,O
John,O
Ambulance,O
member,O
(,O
St.,O
Catherine,O
School,O
for,O
Girls,O
K.T.,O
),O
Skills,O
Languages,O
:,O
English,O
/,O
Mandarin,O
/,O
Cantonese,O
(,O
Fluent,O
/,O
Fluent,O
/,O
Native,O
),O
Computer,O
Skills,O
:,O
MS,O
Word,O
,,O
Excel,O
,,O
PowerPoint,O
,,O
Outlook,O
Macromedia,O
,,O
Photoshop,O
,,O
PhotoImpact,O
,,O
SPSS,O
,,O
CSA,O
Typing,O
Skills,O
:,O
Typing,O
Skills,O
:,O
English,O
40,O
w,O
/,O
m,O
,,O
Chinese,O
25,O
w,O
/,O
m,O
Availability,O
:,O
One,O
month,O
notice,O
Last,O
Salary,O
:,O
HK$22,000,O
/,O
month,O
(,O
Exclude,O
Double,O
Pay,O
/,O
Bonus,O
/,O
OT,O
Pay,O
/,O
Any,O
Allowance,O
/,O
Any,O
Other,O
Benefits,O
),O
Expected,O
Salary,O
:,O
HK$26,000,O
/,O
month,O
