Text,Tag
PRIVATE,O
&,O
CONFIDENTIAL,O
PRIVATE,O
&,O
CONFIDENTIAL,O
Andrew,B-NAME
Pruitt,I-NAME
mobile,O
phone,O
number,O
:,O
(,B-PHONE
056,I-PHONE
),I-PHONE
0702,I-PHONE
-,I-PHONE
9799,I-PHONE
email,O
address,O
:,O
jparks@hotmail.com,B-EMAIL
Personal,O
Summary,O
Currently,O
a,O
manager,O
in,O
the,O
company,O
secretarial,O
services,O
team,O
of,O
Ernst,O
&,O
Young,O
was,O
a,O
named,O
company,O
secretary,O
of,O
a,O
GEM,O
Board,O
listed,O
company,O
from,O
Feb,O
2014,O
to,O
Oct,O
2016,O
reporting,O
to,O
the,O
chief,O
financial,O
officer,O
of,O
the,O
Group,O
and,O
working,O
independently,O
(,O
one,O
man,O
band,O
),O
over,O
8,O
years,O
of,O
company,O
secretarial,O
experience,O
gained,O
from,O
both,O
GEM,O
Board,O
and,O
Main,O
Board,O
listed,O
companies,O
as,O
well,O
as,O
sizeable,O
accounting,O
firm,O
hands,O
-,O
on,O
experience,O
in,O
full,O
spectrum,O
of,O
company,O
secretarial,O
works,O
for,O
both,O
listed,O
and,O
private,O
companies,O
associate,O
member,O
of,O
ICSA,O
/,O
HKICS,O
Professional,O
and,O
Educational,O
Qualification,O
Year,O
Institution,O
/,O
Association,O
Qualification,O
obtained,O
2011,O
–,O
2012,O
HKU,B-EDUCATION
Space,I-EDUCATION
&,I-EDUCATION
Manchester,I-EDUCATION
Metropolitan,I-EDUCATION
University,I-EDUCATION
,,O
UK,O
Bachelor,O
of,O
Laws,O
2011,O
The,B-EDUCATION
Hong,I-EDUCATION
Kong,I-EDUCATION
Institute,I-EDUCATION
of,I-EDUCATION
Chartered,I-EDUCATION
Secretaries,I-EDUCATION
qualified,O
as,O
an,O
associate,O
member,O
of,O
ICSA,O
and,O
HKICS,O
2004,O
–,O
2007,O
HKU,B-EDUCATION
Space,I-EDUCATION
&,I-EDUCATION
Manchester,I-EDUCATION
Metropolitan,I-EDUCATION
University,I-EDUCATION
,,O
UK,O
Graduate,O
Diploma,O
in,O
English,O
and,O
Hong,O
Kong,O
Law,O
of,O
England,O
and,O
Wales,O
obtained,O
by,O
Common,O
Professional,O
Examination,O
(,O
C.P.E.,O
),O
2001,O
–,O
2004,O
The,B-EDUCATION
University,I-EDUCATION
of,I-EDUCATION
Hong,I-EDUCATION
Kong,I-EDUCATION
Bachelor,O
of,O
Arts,O
Career,O
History,O
10/2016,O
–,O
Present,O
Ernst,O
&,O
Young,O
Company,O
Secretarial,O
Services,O
Limited,O
Manager,O
Job,O
duties,O
:,O
manage,O
a,O
full,O
range,O
of,O
company,O
secretarial,O
duties,O
for,O
the,O
clients,O
provide,O
advisory,O
services,O
for,O
clients,O
assist,O
in,O
the,O
formation,O
of,O
Hong,O
Kong,O
companies,O
as,O
well,O
as,O
registration,O
of,O
Hong,O
Kong,O
branches,O
assist,O
in,O
the,O
ongoing,O
maintenance,O
of,O
Hong,O
Kong,O
companies,O
,,O
including,O
the,O
filing,O
of,O
the,O
necessary,O
returns,O
with,O
the,O
Companies,O
Registry,O
manage,O
and,O
develop,O
a,O
team,O
of,O
professional,O
staff,O
01/2014,O
–,O
10/2016,O
Telecom,O
Digital,O
Services,O
Limited,O
Company,O
Secretary,O
Responsible,O
for,O
performing,O
a,O
full,O
range,O
of,O
company,O
secretarial,O
duties,O
and,O
services,O
as,O
well,O
as,O
statutory,O
compliance,O
of,O
two,O
companies,O
listed,O
on,O
the,O
GEM,O
Board,O
of,O
the,O
Stock,O
Exchange,O
:,O
Telecom,O
Service,O
One,O
Holdings,O
Limited,O
(,O
Stock,O
Code,O
:,O
8145,O
),O
Telecom,O
Digital,O
Holdings,O
Limited,O
(,O
Stock,O
Code,O
:,O
6033,O
(,O
formerly,O
:,O
8336,O
when,O
listed,O
on,O
GEM,O
board,O
),O
),O
Job,O
duties,O
:,O
being,O
the,O
named,O
company,O
secretary,O
of,O
Telecom,O
Service,O
One,O
Holdings,O
Limited,O
;,O
prepare,O
meeting,O
papers,O
of,O
board,O
and,O
committee,O
meetings,O
of,O
the,O
two,O
listed,O
companies,O
as,O
well,O
as,O
