Text,Tag
Max,B-NAME
Schroder,I-NAME
8,B-DOB
November,I-DOB
1978,I-DOB
Address,O
:,O
Kirchenallee,B-ADDRESS
12,I-ADDRESS
,,I-ADDRESS
94486,I-ADDRESS
Osterhofen,I-ADDRESS
,,I-ADDRESS
Germany,I-ADDRESS
Mobile,O
:,O
+49,B-PHONE
3752,I-PHONE
1623,I-PHONE
E,O
-,O
Mail,O
:,O
Mschroderp@gmail.com,B-EMAIL
Nationality,O
:,O
Malaysian,B-NATIONALITY
(,O
Singapore,O
P.R.,O
),O
An,O
acting,O
Chartered,O
Secretary,O
with,O
over,O
3,O
years,O
of,O
work,O
experiences,O
with,O
the,O
ability,O
to,O
work,O
independently,O
,,O
and,O
conversant,O
with,O
the,O
Companies,O
Act,O
,,O
Cap,O
.,O
50,O
of,O
Singapore,O
as,O
well,O
as,O
other,O
relevant,O
regulatory,O
bodies,O
.,O
EMPLOYMENT,O
DETAILS,O
Accrafile,O
Pte,O
.,O
Ltd.,O
Job,O
Title,O
:,O
Chartered,O
Secretary,O
21,O
January,O
2016,O
to,O
current,O
To,O
provide,O
corporate,O
consulting,O
and,O
advisory,O
in,O
regards,O
to,O
corporate,O
law,O
and,O
governance,O
to,O
over,O
400,O
companies,O
pursuant,O
to,O
the,O
Companies,O
Act,O
,,O
Cap,O
.,O
50,O
of,O
Singapore,O
and,O
other,O
relevant,O
regulatory,O
bodies,O
.,O
To,O
draft,O
relevant,O
documents,O
such,O
as,O
resolutions,O
for,O
board,O
and,O
shareholder,O
meetings,O
;,O
minutes,O
of,O
meetings,O
;,O
and,O
any,O
other,O
documents,O
that,O
are,O
required,O
on,O
an,O
ad,O
-,O
hoc,O
basis,O
.,O
Responsible,O
for,O
the,O
development,O
of,O
the,O
sales,O
and,O
marketing,O
strategy,O
within,O
the,O
company,O
,,O
as,O
well,O
to,O
lead,O
the,O
secretarial,O
department,O
consisting,O
of,O
10,O
members,O
.,O
To,O
develop,O
and,O
improve,O
the,O
standard,O
operating,O
procedures,O
(,O
SOP,O
),O
in,O
regards,O
to,O
corporate,O
secretarial,O
practice,O
,,O
as,O
well,O
to,O
ensure,O
that,O
the,O
integrity,O
and,O
accuracy,O
of,O
secretarial,O
records,O
for,O
respective,O
clients,O
are,O
being,O
maintained,O
.,O
TTC,O
Wealth,O
&,O
Management,O
Sdn,O
.,O
Bhd,O
.,O
Job,O
Title,O
:,O
Corporate,O
Secretarial,O
Assistant,O
15,O
September,O
2014,O
to,O
18,O
December,O
2015,O
To,O
assist,O
the,O
Company,O
Secretary,O
in,O
drafting,O
the,O
relevant,O
documents,O
such,O
as,O
resolutions,O
for,O
board,O
and,O
shareholder,O
meetings,O
;,O
minutes,O
of,O
meetings,O
;,O
and,O
any,O
other,O
documents,O
that,O
are,O
required,O
on,O
an,O
ad,O
-,O
hoc,O
basis,O
.,O
Responsible,O
in,O
ensuring,O
that,O
the,O
secretarial,O
file,O
and,O
records,O
are,O
