Text,Tag
Kelly,B-NAME
Hicks,I-NAME
73529,B-ADDRESS
Murray,I-ADDRESS
Inlet,I-ADDRESS
,,I-ADDRESS
Jessicaville,I-ADDRESS
,,I-ADDRESS
MO,I-ADDRESS
49355,I-ADDRESS
Mobile,O
:,O
+89,B-PHONE
14388690,I-PHONE
Email,O
:,O
kelly.hkkk@gmail.com,B-EMAIL
Relationship,O
Status,O
:,O
Married,O
Nationality,O
:,O
Indian,B-NATIONALITY
Visa,O
status,O
:,O
Employment,O
Pass,O
Summary,O
Qualified,O
Indian,B-NATIONALITY
Lawyer,O
(,O
2011,O
),O
.,O
4,O
years+,O
of,O
practice,O
and,O
relevant,O
legal,O
training,O
.,O
Meticulous,O
and,O
organized,O
.,O
Able,O
to,O
work,O
independently,O
and,O
in,O
a,O
high,O
performance,O
environment,O
.,O
Possess,O
integrity,O
and,O
out,O
-,O
of,O
-,O
the,O
-,O
box,O
approach,O
Witty,O
and,O
possess,O
a,O
good,O
sense,O
of,O
humor,O
.,O
Objectives,O
Possess,O
a,O
keen,O
eye,O
for,O
details,O
and,O
the,O
ability,O
to,O
tackle,O
the,O
issue,O
at,O
its,O
root,O
.,O
Able,O
to,O
work,O
independently,O
and,O
in,O
a,O
fast,O
paced,O
environment,O
.,O
Ability,O
to,O
formulate,O
action,O
plans,O
with,O
strong,O
presentation,O
and,O
communication,O
skills,O
,,O
exceptional,O
interpersonal,O
skills,O
,,O
hardworking,O
and,O
committed,O
to,O
excellence,O
.,O
Ability,O
to,O
lead,O
and,O
inspire,O
a,O
team,O
and,O
adapt,O
to,O
changes,O
while,O
managing,O
demanding,O
workload,O
.,O
Education,O
Post,O
Graduation,O
LL.M.,O
(,O
Intellectual,O
Property,O
and,O
Technology,O
Law,O
),O
National,B-EDUCATION
University,I-EDUCATION
of,I-EDUCATION
Singapore,I-EDUCATION
,,O
Singapore,O
(,O
2012,O
),O
Under,O
Graduation,O
Bachelor,O
of,O
Arts,O
(,O
Law,O
),O
;,O
Bachelor,O
of,O
Laws,O
(,O
Hons,O
),O
The,B-EDUCATION
Tamilnadu,I-EDUCATION
Dr,I-EDUCATION
Ambedkar,I-EDUCATION
Law,I-EDUCATION
University,I-EDUCATION
,,O
Chennai,O
,,O
India,O
.,O
(,O
2006,O
–,O
2011,O
),O
Certificate,O
in,O
Drafting,O
and,O
Conveyance,O
The,B-EDUCATION
Tamilnadu,I-EDUCATION
Dr,I-EDUCATION
Ambedkar,I-EDUCATION
Law,I-EDUCATION
University,I-EDUCATION
,,O
Chennai,O
,,O
India,O
.,O
(,O
Dec,O
2010,O
to,O
June,O
2011,O
),O
(,O
2006,O
–,O
2011,O
),O
Work,O
experience,O
Legal,O
Executive,O
United,O
Legal,O
Alliance,O
LLC,O
September,O
2013,O
to,O
present,O
(,O
3,O
years,O
and,O
6,O
months,O
),O
Scope,O
Interview,O
insured,O
drivers,O
;,O
Legal,O
research,O
;,O
Advise,O
(,O
liability,O
and,O
quantum,O
),O
and,O
updates,O
to,O
clients,O
;,O
Draft,O
all,O
court,O
documents,O
;,O
Meticulous,O
discovery,O
process,O
;,O
Draft,O
brief,O
to,O
experts,O
;,O
Discuss,O
case,O
strategy,O
;,O
In,O
house,O
IT,O
in,O
-,O
charge,O
(,O
server,O
admin,O
,,O
access,O
control,O
etc,O
.,O
),O
;,O
and,O
Secretarial,O
and,O
other,O
administrative,O
responsibilities,O
,,O
as,O
and,O
when,O
required,O
.,O
IP,O
Associate,O
Surana,O
and,O
Surana,O
International,O
Attorneys,O
June,O
2013,O
to,O
September,O
2013,O
Scope,O
Due,O
diligence,O
;,O
Interview,O
and,O
advise,O
clients,O
;,O
Understand,O
the,O
categorize,O
the,O
trademarks,O
;,O
Conduct,O
various,O
searches,O
for,O
marks,O
and,O
trademarks,O
;,O
Prepare,O
and,O
file,O
documents,O
in,O
relation,O
to,O
the,O
filing,O
and,O
renewal,O
of,O
trademarks,O
,,O
patent,O
,,O
copyright,O
and,O
design,O
rights,O
;,O
Prepare,O
and,O
file,O
Notice,O
of,O
Opposition,O
;,O
Attend,O
hearings,O
at,O
IPAB,O
and,O
IP,O
Registry,O
;,O
Prepare,O
and,O
issue,O
infringement,O
notice,O
etc,O
.,O
;,O
and,O
Prepare,O
courts,O
documents,O
in,O
relation,O
to,O
the,O
infringement,O
suits,O
.,O
Legal,O
Trainee,O
(,O
Intellectual,O
Property,O
),O
TVS,O
Sundaram,O
Clayton,O
,,O
Chennai,O
,,O
India,O
December,O
2012,O
to,O
June,O
2013,O
Scope,O
Due,O
diligence,O
;,O
Conducted,O
various,O
searches,O
for,O
marks,O
and,O
trademarks,O
;,O
Prepare,O
and,O
file,O
documents,O
in,O
relation,O
to,O
the,O
filing,O
and,O
renewal,O
of,O
TVS,O
trademarks,O
and,O
design,O
right,O
;,O
Prepare,O
and,O
file,O
Notice,O
of,O
Opposition,O
;,O
Attend,O
hearings,O
at,O
IPAB,O
and,O
IP,O
Registry,O
;,O
and,O
Give,O
presentations,O
and,O
seminars,O
on,O
the,O
significance,O
and,O
benefits,O
on,O
international,O
trademark,O
registrations,O
.,O
Paralegal,O
Foo,O
Kwok,O
LLC,O
,,O
Singapore,O
August,O
2012,O
to,O
November,O
2012,O
Scope,O
Interview,O
insured,O
drivers,O
;,O
Draft,O
advise,O
to,O
clients,O
;,O
Draft,O
pleadings,O
and,O
affidavits,O
;,O
and,O
Carry,O
out,O
secretarial,O
and,O
other,O
administrative,O
responsibilities,O
,,O
as,O
and,O
when,O
required,O
.,O
Other,O
Skills,O
MS,O
Office,O
;,O
E,O
-,O
litigation,O
;,O
Leap,O
Accounting,O
software,O
;,O
and,O
Basic,O
IT,O
knowledge,O
.,O
Languages,O
Read,O
and,O
Write,O
English,O
Spoken,O
