Text,Tag
Karen,B-NAME
Rowland,I-NAME
+34,B-PHONE
9839,I-PHONE
3925,I-PHONE
▪,O
karen.row90@gmail.com,B-EMAIL
PROFESSIONAL,O
QUALIFICATIONS,O
AND,O
EDUCATION,O
Chartered,O
Accountants,O
Australia,O
and,O
New,O
Zealand,O
(,O
CAANZ,O
),O
2013,O
-,O
2016,O
Chartered,O
Accountant-,O
qualified,O
in,O
2016,O
;,O
passed,O
all,O
papers,O
on,O
first,O
attempt,O
Malaysian,B-EDUCATION
Institute,I-EDUCATION
of,I-EDUCATION
Certified,I-EDUCATION
Public,I-EDUCATION
Accountants,I-EDUCATION
(,O
MICPA,O
),O
2013,O
-,O
2016,O
Certified,O
Public,O
Accountant,O
(,O
CPA)-,O
qualified,O
in,O
2016,O
;,O
Winner,O
of,O
The,O
Most,O
Outstanding,O
CPA,O
Award,O
2015,O
Monash,B-EDUCATION
University,I-EDUCATION
,,O
Melbourne,O
,,O
Australia,O
(,O
Bachelor,O
of,O
Commerce-,O
Honours,O
in,O
Accounting,O
),O
2012,O
Achieved,O
First,O
Class,O
Honours,O
;,O
placed,O
on,O
the,O
Dean,O
’s,O
Honours,O
List,O
Awarded,O
the,O
Best,O
Honours,O
Accounting,O
Student,O
2012,O
Lead,O
author,O
,,O
“,O
Principles,O
-,O
based,O
versus,O
rules,O
-,O
based,O
auditing,O
standards,O
:,O
The,O
effect,O
of,O
the,O
transition,O
from,O
AS2,O
to,O
AS5,O
”,O
,,O
International,O
Journal,O
of,O
Auditing,O
[,O
P,O
],O
,,O
vol,O
19,O
,,O
issue,O
3,O
University,O
of,O
Melbourne,O
,,O
Australia,O
(,O
Bachelor,O
of,O
Commerce-,O
Accounting,O
and,O
Finance,O
),O
2009,O
-,O
2011,O
Achieved,O
First,O
Class,O
Honours,O
;,O
placed,O
in,O
the,O
top,O
5,O
for,O
Corporate,O
Finance,O
subject,O
Taylor,O
’s,O
University,O
College,O
,,O
Malaysia,O
(,O
South,O
Australian,O
Certificate,O
of,O
Education-,O
SACE,O
),O
2007,O
-,O
2008,O
Attained,O
a,O
Tertiary,O
Entrance,O
Rank,O
(,O
TER,O
),O
of,O
99.40,O
with,O
A,O
’s,O
in,O
all,O
subjects,O
Awarded,O
Certificate,O
of,O
Merit,O
by,O
the,O
SACE,O
Board,O
for,O
achieving,O
a,O
perfect,O
score,O
in,O
Economics,O
PROFESSIONAL,O
EXPERIENCE,O
AND,O
ACHIEVEMENTS,O
Ernst,O
&,O
Young,O
,,O
Senior,O
Consultant,O
,,O
Financial,O
Services,O
Transaction,O
Advisory,O
Services,O
,,O
Singapore,O
Nov,O
2016-Present,O
Buy,O
-,O
side,O
financial,O
due,O
diligence,O
on,O
the,O
proposed,O
investment,O
in,O
a,O
fund,O
management,O
group,O
in,O
Singapore,O
by,O
an,O
insurance,O
services,O
provider,O
Buy,O
-,O
side,O
financial,O
due,O
diligence,O
on,O
the,O
proposed,O
investment,O
in,O
a,O
Philippines,O
-,O
based,O
bank,O
by,O
a,O
Private,O
Equity,O
group,O
Seller,O
assistance,O
on,O
the,O
sale,O
of,O
the,O
NAB,O
’s,O
Private,O
Wealth,O
Asia,O
business,O
in,O
Singapore,O
,,O
Hong,O
Kong,O
and,O
Japan,O
Buy,O
-,O
side,O
financial,O
due,O
diligence,O
on,O
the,O
proposed,O
acquisition,O
of,O
the,O
private,O
banking,O
business,O
of,O
ABN,O
AMRO,O
Private,O
Banking,O
Asia,O
by,O
a,O
Swiss,O
private,O
banking,O
group,O
Tasks,O
performed,O
in,O
financial,O
due,O
diligence,O
work,O
include,O
but,O
not,O
limited,O
to,O
:,O
Analysed,O
the,O
profitability,O
of,O
loan,O
portfolio,O
including,O
loan,O
amortization,O
profile,O
using,O
data,O
analytics,O
tool-,O
Spotfire,O
Evaluated,O
the,O
deposit,O
profile,O
by,O
deposit,O
size,O
,,O
maturity,O
profile,O
and,O
customer,O
stickiness,O
;,O
analysed,O
the,O
overall,O
financials,O
including,O
key,O
KPIs,O
and,O
performed,O
customer,O
analysis,O
Analysed,O
financials,O
with,O
emphasis,O
on,O
earnings,O
trends,O
and,O
key,O
business,O
drivers,O
,,O
working,O
capital,O
requirements,O
and,O
net,O
debt,O
Coordinated,O
the,O
Q&A,O
process,O
and,O
collated,O
information,O
from,O
different,O
due,O
diligence,O
workstreams,O
,,O
prepared,O
and,O
managed,O
databook,O
,,O
contributed,O
to,O
storyboarding,O
.,O
Led,O
discussions,O
with,O
client,O
on,O
several,O
issues,O
identified,O
relating,O
to,O
quality,O
of,O
data,O
and,O
inaccurate,O
presentation,O
of,O
management,O
information,O
in,O
Information,O
Memorandum,O
Prepare,O
client,O
pitches,O
and,O
proposal,O
decks,O
and,O
initial,O
discussion,O
documents,O
that,O
demonstrates,O
the,O
firm,O
’s,O
capabilities,O
and,O
understanding,O
of,O
the,O
market,O
and,O
industry,O
.,O
Conduct,O
research,O
and,O
contribute,O
to,O
strategic,O
business,O
development,O
campaigns,O
Key,O
recognitions,O
include,O
:,O
Received,O
above,O
average,O
year,O
-,O
end,O
rating,O
due,O
to,O
exemplary,O
performance,O
in,O
FY2016,O
Achieved,O
the,O
highest,O
rating,O
of,O
5,O
from,O
Lead,O
Partner,O
in,O
TAS,O
Singapore,O
office,O
for,O
leading,O
a,O
complex,O
proposal,O
valued,O
at,O
USD$2mil,O
(,O
S$2.8mil,O
),O
involving,O
tight,O
timeline,O
and,O
coordination,O
across,O
multiple,O
work,O
streams,O
across,O
various,O
countries,O
Received,O
positive,O
