Text,Tag
Brian,B-NAME
Boone,I-NAME
Phone,O
:,O
988,B-PHONE
194,I-PHONE
8287,I-PHONE
Email,O
:,O
jenniferkelley@ryan.net,B-EMAIL
EDUCATION,O
Institute,B-EDUCATION
of,I-EDUCATION
Singapore,I-EDUCATION
Chartered,O
Accountants,O
Apr,O
12,O
-,O
present,O
Associate,O
Nanyang,B-EDUCATION
Business,I-EDUCATION
School,I-EDUCATION
,,O
Nanyang,B-EDUCATION
Technological,I-EDUCATION
University,I-EDUCATION
May,O
08,O
-,O
Jun,O
11,O
Bachelor,O
of,O
Accountancy,O
,,O
First,O
Class,O
Honors,O
Second,O
specialization,O
in,O
Banking,O
and,O
Finance,O
GPA,O
:,O
4.88/5.0,O
and,O
Dean,O
’s,O
List,O
,,O
Academic,O
Year,O
08/09,O
and,O
10/11,O
Rensselaer,B-EDUCATION
Polytechnic,I-EDUCATION
Institute,I-EDUCATION
,,O
USA,O
Aug,O
10,O
-,O
Dec,O
10,O
Overseas,O
Student,O
Exchange,O
Program,O
Raffles,B-EDUCATION
Junior,I-EDUCATION
College,I-EDUCATION
Jan,O
04,O
-,O
Dec,O
05,O
GCE,O
“,O
A,O
”,O
Levels,O
:,O
4,O
As,O
and,O
2,O
Special,O
Paper,O
Distinctions,O
Raffles,O
Institution,O
Jan,O
00,O
–,O
Dec,O
03,O
GCE,O
“,O
O,O
”,O
Levels,O
:,O
9,O
A1s,O
and,O
1,O
A2,O
WORK,O
EXPERIENCE,O
Standard,O
Chartered,O
,,O
Singapore,O
Jun,O
16,O
-,O
Current,O
Associate,O
,,O
M&A,O
SE,O
Asia,O
Assisted,O
the,O
origination,O
and,O
execution,O
of,O
M&A,O
transactions,O
across,O
all,O
sectors,O
in,O
Southeast,O
Asia,O
Deal,O
team,O
for,O
the,O
following,O
private,O
and,O
public,O
market,O
mandates,O
:,O
Buy,O
-,O
side,O
advisory,O
in,O
relation,O
to,O
acquisition,O
of,O
acquisition,O
of,O
a,O
global,O
satellite,O
company,O
Buy,O
-,O
side,O
advisory,O
in,O
relation,O
to,O
acquisition,O
of,O
a,O
regional,O
telecommunications,O
company,O
Buy,O
-,O
side,O
advisory,O
in,O
relation,O
to,O
acquisition,O
of,O
a,O
global,O
LNG,O
midstream,O
company,O
Sell,O
-,O
side,O
advisory,O
in,O
relation,O
to,O
disposal,O
of,O
an,O
insurance,O
company,O
BNP,O
Paribas,O
,,O
Singapore,O
Jan,O
15,O
-,O
June,O
16,O
Analyst,O
,,O
FIG,O
Investment,O
Banking,O
APAC,O
Assisted,O
the,O
origination,O
and,O
execution,O
of,O
FIG,O
M&A,O
transactions,O
across,O
banking,O
,,O
insurance,O
and,O
asset,O
management,O
verticals,O
in,O
Southeast,O
Asia,O
Prepared,O
and,O
updated,O
company,O
profiles,O
,,O
target,O
/,O
buyer,O
analysis,O
and,O
industry,O
research,O
Executed,O
transaction,O
workstreams,O
such,O
as,O
valuation,O
,,O
due,O
diligence,O
coordination,O
and,O
assisted,O
in,O
review,O
of,O
legal,O
documentation,O
Conducted,O
regulatory,O
research,O
including,O
central,O
bank,O
and,O
Basel,O
frameworks,O
Performed,O
financial,O
analysis,O
and,O
valuation,O
Constructed,O
banking,O
and,O
non,O
-,O
life,O
insurance,O
DDM,O
models,O
and,O
merger,O
analysis,O
Analyzed,O
trading,O
and,O
transaction,O
comparables,O
Deal,O
team,O
for,O
the,O
following,O
mandates,O
:,O
Buy,O
-,O
side,O
advisory,O
in,O
relation,O
to,O
acquisition,O
of,O
a,O
regional,O
reinsurance,O
company,O
Buy,O
-,O
side,O
advisory,O
in,O
relation,O
to,O
investment,O
in,O
an,O
Indonesian,O
life,O
insurer,O
with,O
a,O
bancassurance,O
partnership,O
Buy,O
-,O
side,O
advisory,O
in,O
relation,O
to,O
acquisition,O
of,O
an,O
Indonesian,O
bank,O
KPMG,O
Corporate,O
Finance,O
,,O
Singapore,O
Feb,O
14,O
-,O
Jan,O
15,O
Associate,O
,,O
Mergers,O
&,O
Acquisitions,O
Assisted,O
the,O
origination,O
and,O
execution,O
of,O
M&A,O
transactions,O
across,O
all,O
sectors,O
in,O
Southeast,O
Asia,O
Supported,O
preparation,O
of,O
pitches,O
and,O
company,O
profiles,O
Executed,O
transaction,O
processes,O
such,O
as,O
IM,O
drafting,O
,,O
valuation,O
,,O
due,O
diligence,O
and,O
project,O
management,O
Performed,O
financial,O
analysis,O
and,O
valuation,O
Constructed,O
DCF,O
model,O
to,O
assess,O
NPV,O
,,O
IRR,O
and,O
payback,O
for,O
a,O
Waste,O
-,O
to,O
-,O
Energy,O
company,O
Analyzed,O
trading,O
and,O
transaction,O
comparables,O
Deal,O
team,O
for,O
the,O
following,O
mandates,O
:,O
Buy,O
-,O
side,O
advisory,O
in,O
relation,O
to,O
acquisition,O
of,O
a,O
downstream,O
oil,O
and,O
gas,O
company,O
Buy,O
-,O
side,O
advisory,O
in,O
relation,O
to,O
investment,O
in,O
a,O
start,O
-,O
up,O
waste,O
-,O
to,O
-,O
energy,O
company,O
Sell,O
-,O
side,O
advisory,O
in,O
relation,O
to,O
divestment,O
of,O
an,O
engineering,O
solutions,O
company,O
Ernst,O
&,O
Young,O
,,O
Singapore,O
Aug,O
11,O
–,O
Jan,O
14,O
Associate,O
,,O
Assurance,O
Acquired,O
deep,O
understanding,O
of,O
financial,O
accounting,O
principles,O
through,O
the,O
external,O
audit,O
of,O
recognized,O
FIG,O
companies,O
such,O
as,O
UOB,O
,,O
AXIS,O
Bank,O
and,O
SCOR,O
Reinsurance,O
Performed,O
variance,O
and,O
trend,O
analysis,O
of,O
fluctuations,O
in,O
clients,O
’,O
balance,O
sheets,O
and,O
profit,O
and,O
loss,O
statements,O
Assessed,O
the,O
strengths,O
and,O
weaknesses,O
of,O
financial,O
business,O
processes,O
and,O
controls,O
and,O
proposed,O
improvements,O
Strengthened,O
understanding,O
of,O
treasury,O
,,O
trade,O
finance,O
and,O
credit,O
processes,O
,,O
as,O
well,O
as,O
gained,O
exposure,O
to,O
credit,O
review,O
methodology,O
of,O
banks,O
LEADERSHIP,O
AND,O
ORGANISATIONAL,O
EXPERIENCE,O
Logistics,O
Office,O
,,O
NTU,O
Camp,O
Outreach,O
Aug,O
09,O
-,O
Aug,O
10,O
Joined,O
the,O
Executive,O
Committee,O
to,O
lead,O
an,O
overseas,O
adventure,O
camp,O
initiative,O
for,O
the,O
hearing,O
-,O
impaired,O
Headed,O
a,O
team,O
of,O
five,O
to,O
handle,O
logistical,O
requirements,O
for,O
an,O
overseas,O
adventure,O
camp,O
for,O
50,O
participants,O
Spearheaded,O
and,O
conducted,O
a,O
first,O
-,O
aid,O
course,O
to,O
equip,O
volunteers,O
with,O
basic,O
first,O
aid,O
skills,O
Attended,O
a,O
two,O
-,O
month,O
basic,O
sign,O
language,O
course,O
to,O
facilitate,O
communication,O
with,O
the,O
camp,O
beneficiaries,O
OTHER,O
INFORMATION,O
Languages,O
:,O
Fluent,O
in,O
English,O
and,O
Mandarin,O
Proficient,O
in,O
Microsoft,O
Office,O
,,O
Bloomberg,O
,,O
Factset,O
,,O
Capital,O
IQ,O
,,O
Factiva,O
,,O
MergerMarket,O
,,O
Thomson,O
ONE,O
Hobbies,O
:,O
Bowling,O
,,O
Tennis,O
,,O
Computer,O
Games,O
