Text,Tag
Lisa,B-NAME
Green,I-NAME
640,B-ADDRESS
Price,I-ADDRESS
Street,I-ADDRESS
,,I-ADDRESS
South,I-ADDRESS
Danielfort,I-ADDRESS
,,I-ADDRESS
WI,I-ADDRESS
24035,I-ADDRESS
jenningsmatthew@gmail.com,B-EMAIL
43194397,B-PHONE
Work,O
Experience,O
PricewaterhouseCoopers,O
LLP,O
(,O
PwC,O
),O
September,O
2013,O
to,O
-,O
date,O
Senior,O
Associate,O
(,O
Year,O
2,O
),O
,,O
Real,O
Estate,O
and,O
Hospitality,O
Industry,O
Practice,O
,,O
Assurance,O
PwC,O
Portfolio,O
Performed,O
audits,O
for,O
:,O
Public,O
-,O
listed,O
company,O
with,O
operations,O
in,O
property,O
development,O
,,O
investment,O
properties,O
and,O
hotels,O
(,O
2014,O
-,O
2017,O
),O
Public,O
-,O
listed,O
real,O
estate,O
investment,O
trust,O
(,O
REIT,O
),O
with,O
properties,O
overseas,O
(,O
2014,O
-,O
2015,O
),O
Established,O
property,O
company,O
with,O
portfolios,O
in,O
property,O
development,O
,,O
investment,O
and,O
capital,O
management,O
(,O
2016,O
-,O
2017,O
),O
Scope,O
of,O
work,O
:,O
Wholly,O
in,O
charge,O
of,O
the,O
planning,O
,,O
fieldwork,O
and,O
review,O
of,O
financial,O
statements,O
Reviewed,O
acquisitions,O
and,O
divestments,O
Reviewed,O
budgets,O
for,O
7,O
development,O
property,O
entities,O
Reviewed,O
financials,O
and,O
valuation,O
reports,O
for,O
over,O
10,O
investment,O
property,O
entities,O
Involved,O
in,O
the,O
review,O
of,O
consolidation,O
(,O
of,O
Groups,O
with,O
20,O
to,O
60,O
entities,O
),O
Prepared,O
consolidation,O
proofs,O
Education,O
/,O
Qualifications,O
Chartered,O
Accountant,O
of,O
Singapore,O
Obtained,O
in,O
2016,O
Bachelor,O
of,O
Accountancy,O
(,O
Second,O
Upper,O
Honours,O
),O
Obtained,O
in,O
2013,O
Nanyang,B-EDUCATION
Business,I-EDUCATION
School,I-EDUCATION
(,O
NBS,O
),O
,,O
Nanyang,B-EDUCATION
Technological,I-EDUCATION
University,I-EDUCATION
,,O
Singapore,O
GCE,O
A,O
Level,O
Certificate,O
Obtained,O
in,O
2009,O
Raffles,B-EDUCATION
Institution,I-EDUCATION
(,O
Junior,O
College,O
),O
GCE,O
O,O
Level,O
Certificate,O
(,O
Higher,O
Chinese,O
),O
Obtained,O
in,O
2007,O
Raffles,B-EDUCATION
Girls,I-EDUCATION
’,I-EDUCATION
School,I-EDUCATION
(,O
Secondary,O
),O
CCA,O
/,O
Activities,O
Chinese,O
Orchestra,O
Represented,O
school,O
in,O
the,O
SYF,O
Central,O
Judging,O
of,O
Chinese,O
Orchestra,O
(,O
awarded,O
Gold,O
Medal,O
),O
Performed,O
in,O
various,O
concerts,O
(,O
public,O
and,O
school,O
concerts,O
and,O
performances,O
),O
Judo,O
Represented,O
college,O
in,O
the,O
National,O
Age,O
-,O
Group,O
Judo,O
Championships,O
Represented,O
college,O
in,O
the,O
National,O
Inter,O
-,O
School,O
Judo,O
Individual,O
Championships,O
Initiated,O
and,O
facilitated,O
a,O
Judo,O
Introductory,O
Course,O
for,O
St.,O
Andrew,O
’s,O
and,O
Grace,O
Home,O
NBS,O
Audit,O
and,O
Assurance,O
Team,O
(,O
NAAT,O
),O
Corporate,O
Liaison,O
Director,O
,,O
Organising,O
Committee,O
for,O
Audit,O
&,O
Accounting,O
Challenge,O
2012,O
NTU,O
Student,O
Union,O
(,O
NTUSU,O
),O
Programmers,O
Sub,O
-,O
committee,O
,,O
Ministerial,O
Forum,O
2010,O
Student,O
Ambassador,O
,,O
Open,O
House,O
2011,O
Student,O
Leader,O
,,O
NBS,O
Welcome,O
Day,O
2011,O
Language,O
/,O
IT,O
Skills,O
Spoken,O
and,O
written,O
languages,O
:,O
English,O
and,O
Chinese,O
IT,O
Skills,O
:,O
Microsoft,O
Office,O
Interests,O
Learning,O
Korean,O
