Text,Tag
Azure,B-NAME
John,I-NAME
Son,I-NAME
ohenderson@hotmail.com,B-EMAIL
Contact,O
:,O
+13,B-PHONE
3741289,I-PHONE
Singapore,B-NATIONALITY
PR,O
Objective,O
:,O
To,O
be,O
part,O
of,O
a,O
challenging,O
and,O
result,O
driven,O
environment,O
that,O
will,O
allow,O
leveraging,O
my,O
strengths,O
in,O
analytical,O
problem,O
solving,O
,,O
research,O
&,O
analysis,O
,,O
strategic,O
thinking,O
and,O
communication,O
skills,O
Education,O
:,O
Pennsylvania,B-EDUCATION
State,I-EDUCATION
University,I-EDUCATION
,,O
University,O
Park,O
,,O
PA,O
,,O
USA,O
Graduated,O
in,O
Dec,O
2015,O
GPA,O
:,O
Average,O
of,O
3.4,O
(,O
In,O
Dean,O
’s,O
list,O
,,O
last,O
4,O
semesters,O
),O
Major,O
:,O
B.S.,O
Economics,O
Minor,O
:,O
Business,O
Major,O
Course,O
Work,O
:,O
Macro,O
and,O
Micro,O
Economic,O
Analysis,O
;,O
Corporate,O
Economics,O
;,O
Financial,O
Accounting,O
;,O
International,O
Economics,O
;,O
Statistical,O
Econometrics,O
;,O
Labor,O
Economics,O
;,O
Public,O
Finance,O
;,O
I.B,O
Diploma,O
:,O
Overseas,B-EDUCATION
Family,I-EDUCATION
School,I-EDUCATION
,,O
Singapore,O
3,O
.,O
‘,O
O,O
’,O
Level,O
:,O
CHIJ,O
Secondary,O
,,O
Singapore,O
Experience,O
:,O
Digital,O
Risk,O
,,O
Financial,O
Analyst,O
,,O
Orlando,O
,,O
FL,O
,,O
USA,O
Feb,O
2016-Feb,O
2017,O
Review,O
and,O
analyze,O
Banking,O
and,O
Mortgage,O
Client,O
accounts,O
,,O
track,O
growth,O
&,O
pipeline,O
and,O
generate,O
consolidated,O
reviews,O
and,O
forecasts,O
;,O
Assisted,O
in,O
identifying,O
growth,O
areas,O
and,O
areas,O
with,O
issues,O
.,O
Conducted,O
in,O
-,O
depth,O
research,O
on,O
competitor,O
intelligence,O
and,O
identified,O
potential,O
growth,O
accounts,O
Bi,O
-,O
weekly,O
presentation,O
decks,O
to,O
company,O
executives,O
,,O
highlighting,O
mortgage,O
market,O
trends,O
and,O
industry,O
updates,O
Conducted,O
analysis,O
on,O
Employee,O
Satisfaction,O
Survey,O
results,O
and,O
drafted,O
recommendations,O
for,O
improvement,O
Familiar,O
with,O
Mortgage,O
Industry,O
processes,O
Digital,O
Risk,O
Internship,O
,,O
Orlando,O
,,O
FL,O
,,O
USA,O
(,O
Compliance,O
and,O
Risk,O
Group,O
),O
July-,O
2015,O
Completed,O
assignments,O
working,O
under,O
Legal,O
,,O
GRC,O
,,O
Marketing,O
&,O
Branding,O
Departments,O
Performed,O
in,O
-,O
depth,O
research,O
and,O
analysis,O
on,O
U.S.,O
Bank,O
violations,O
and,O
compliance,O
issues,O
Ghost,O
-,O
writer,O
and,O
research,O
assistant,O
for,O
two,O
articles,O
(,O
Property,O
Growth,O
Trend,O
in,O
Florida,O
;,O
Bank,O
Surcharge,O
impact,O
on,O
Stress,O
Tests,O
),O
Wrote,O
a,O
memorandum,O
on,O
a,O
newly,O
released,O
15Ga-2,O
mortgage,O
rule,O
HBL,O
Bank,O
Internship,O
,,O
Singapore,O
July,O
-,O
Aug,O
2014,O
Worked,O
in,O
various,O
departments,O
including,O
compliance,O
,,O
treasury,O
,,O
trade,O
and,O
marketing,O
Assisted,O
in,O
research,O
projects,O
involving,O
implementation,O
of,O
the,O
new,O
Personal,O
Data,O
Protection,O
Program,O
Assisted,O
in,O
data,O
collection,O
and,O
management,O
of,O
human,O
resources,O
activities,O
J,O
B,O
BODA,O
&,O
CO,O
Internship,O
(,O
Reinsurance,O
Brokers,O
),O
,,O
Singapore,O
July,O
–,O
Aug,O
2013,O
Performed,O
market,O
research,O
to,O
identify,O
potential,O
companies,O
to,O
target,O
for,O
product,O
liability,O
insurance,O
Identified,O
BPO,O
companies,O
to,O
approach,O
for,O
selling,O
company,O
insurance,O
Used,O
REIBS,O
and,O
other,O
tools,O
to,O
update,O
/,O
review,O
insurance,O
data,O
and,O
prepare,O
closing,O
statements,O
Leadership,O
/,O
Activities,O
:,O
Part,O
-,O
time,O
work,O
:,O
Assisted,O
in,O
exam,O
monitoring,O
activities,O
for,O
the,O
Penn,O
State,O
Math,O
Department,O
Committee,O
Member,O
:,O
PSU,O
THON,O
,,O
largest,O
student,O
-,O
run,O
philanthropy,O
in,O
the,O
world,O
;,O
Raised,O
funds,O
for,O
pediatric,O
cancer,O
treatment,O
;,O
Gained,O
experience,O
in,O
leadership,O
,,O
teambuilding,O
and,O
organization,O
skills,O
;,O
Member,O
:,O
Economics,O
Association,O
PSU,O
;,O
Discussion,O
on,O
global,O
events,O
and,O
economic,O
activities,O
Skills,O
:,O
Software,O
:,O
MS,O
-,O
Office,O
applications,O
(,O
Word,O
,,O
Excel,O
(,O
advanced,O
),O
,,O
PowerPoint,O
),O
,,O
MS,O
-,O
Access,O
,,O
Think,O
-,O
cell,O
Languages,O
:,O
English,O
,,O
Tamil,O
,,O
Basic,O
Spanish,O
Exposure,O
to,O
Mortgage,O
Assessment,O
software,O
and,O
Mortgage,O
processes,O
