Text,Tag
Resume,O
PERSONAL,O
PARTICULARS,O
Name,O
:,O
Victoria,B-NAME
Hughes,I-NAME
Contact,O
no,O
.,O
:,O
1793,B-PHONE
0361,I-PHONE
Email,O
address,O
:,O
virginia20@wells-goodman.com,B-EMAIL
SUMMARY,O
STATEMENT,O
An,O
accounting,O
graduate,O
from,O
the,O
Hong,B-EDUCATION
Kong,I-EDUCATION
Shue,I-EDUCATION
Yan,I-EDUCATION
University,I-EDUCATION
in,O
year,O
2012,O
.,O
Completed,O
the,O
International,O
Qualifying,O
Scheme,O
(,O
“,O
IQS,O
”,O
),O
of,O
The,B-EDUCATION
Hong,I-EDUCATION
Kong,I-EDUCATION
Institute,I-EDUCATION
of,I-EDUCATION
Chartered,I-EDUCATION
Secretaries,I-EDUCATION
(,O
“,O
HKICS,B-EDUCATION
”,O
),O
and,O
is,O
an,O
associate,O
member,O
of,O
the,O
HKICS,B-EDUCATION
.,O
Working,O
for,O
Tricor,O
Services,O
Limited,O
,,O
a,O
global,O
professional,O
services,O
provider,O
of,O
integrated,O
business,O
,,O
corporate,O
and,O
investor,O
services,O
,,O
for,O
handling,O
various,O
company,O
secretarial,O
assignments,O
for,O
more,O
than,O
5,O
years,O
.,O
Currently,O
handling,O
the,O
secretarial,O
matters,O
of,O
4,O
Companies,O
listed,O
in,O
the,O
Hong,O
Kong,O
Stock,O
Exchange,O
(,O
1,O
incorporated,O
in,O
the,O
Cayman,O
Islands,O
,,O
1,O
incorporated,O
in,O
Hong,O
Kong,O
and,O
the,O
remaining,O
are,O
incorporated,O
in,O
the,O
PRC,O
),O
,,O
5,O
VISTA,O
trusts,O
established,O
in,O
the,O
British,O
Virgin,O
Islands,O
(,O
“,O
BVI,O
”,O
),O
and,O
over,O
150,O
Hong,O
Kong,O
,,O
Registered,O
Non,O
-,O
Hong,O
Kong,O
and,O
BVI,O
Companies,O
.,O
EDUCATION,O
BACKGROUND,O
2012,O
–,O
Now,O
Hong,B-EDUCATION
Kong,I-EDUCATION
Shue,I-EDUCATION
Yan,I-EDUCATION
University,I-EDUCATION
Bachelor,O
of,O
Commerce,O
(,O
Honors,O
),O
in,O
Accounting,O
2001,O
–,O
2008,O
Methodist,B-EDUCATION
College,I-EDUCATION
Hong,I-EDUCATION
Kong,I-EDUCATION
Certificate,O
of,O
Education,O
Examination,O
(,O
2006,O
),O
Hong,O
Kong,O
Advanced,O
Level,O
Examination,O
(,O
2008,O
),O
WORK,O
EXPERIENCE,O
Aug,O
2012,O
–,O
Now,O
Tricor,O
Services,O
Limited,O
Supervisor,O
of,O
Corporate,O
Services,O
Assisted,O
director,O
/,O
managers,O
on,O
handling,O
the,O
companies,O
secretarial,O
manners,O
including,O
but,O
not,O
limited,O
to:-,O
For,O
listed,O
company,O
in,O
Hong,O
Kong,O
Handled,O
the,O
matters,O
relating,O
to,O
the,O
annual,O
results,O
and,O
interim,O
results,O
including,O
preparation,O
/,O
review,O
of,O
the,O
meetings,O
agenda,O
,,O
attendance,O
sheets,O
and,O
minutes,O
;,O
review,O
of,O
results,O
announcements,O
and,O
reports,O
(,O
mainly,O
focused,O
on,O
the,O
corporate,O
governance,O
part,O
),O
;,O
preparation,O
of,O
the,O
annual,O
general,O
meeting,O
documents,O
Prepared,O
/,O
reviewed,O
the,O
monthly,O
returns,O
and/or,O
announcements,O
and,O
arranged,O
for,O
publication,O
to,O
the,O
website,O
of,O
the,O
HKEx,O
Handled,O
the,O
non,O
-,O
recurring,O
matters,O
i.e.,O
change,O
of,O
directors,O
(,O
including,O
INED,O
),O
and,O
liaison,O
with,O
various,O
parties,O
on,O
the,O
matters,O
For,O
private,O
company,O
in,O
Hong,O
Kong,O
Arranged,O
for,O
incorporation,O
and,O
disposal,O
(,O
by,O
deregistration,O
of,O
by,O
formal,O
liquidation,O
),O
Handled,O
the,O
annual,O
secretarial,O
matters,O
including,O
preparation,O
of,O
Annual,O
Return,O
and,O
Annual,O
General,O
Meeting,O
documents,O
and,O
renewal,O
of,O
BRC,O
Handled,O
the,O
non,O
-,O
recurring,O
secretarial,O
matters,O
i.e.,O
attending,O
to,O
the,O
relating,O
to,O
the,O
change,O
of,O
corporate,O
structure,O
;,O
re,O
-,O
domination,O
of,O
share,O
capital,O
;,O
application,O
for,O
Section,O
45,O
(,O
Stamp,O
Duty,O
Relief,O
),O
and,O
application,O
for,O
dormant,O
status,O
etc,O
.,O
For,O
Registered,O
Non,O
-,O
Hong,O
Kong,O
Company,O
Arranged,O
for,O
registration,O
and,O
cessation,O
of,O
place,O
of,O
business,O
in,O
Hong,O
Kong,O
Handled,O
the,O
annual,O
compliance,O
and,O
non,O
-,O
recurring,O
matters,O
i.e.,O
preparation,O
and,O
filing,O
of,O
the,O
Annual,O
Return,O
and,O
attending,O
to,O
the,O
relevant,O
formalities,O
on,O
the,O
change,O
of,O
corporate,O
structure,O
etc,O
.,O
For,O
BVI,O
VISTA,O
Trust,O
Arranged,O
for,O
establishment,O
and,O
vesting,O
of,O
BVI,O
VISTA,O
Trusts,O
Handled,O
the,O
matters,O
relating,O
to,O
the,O
change,O
of,O
trust,O
structure,O
(,O
i.e.,O
change,O
of,O
protectors,O
),O
and,O
distribution,O
etc,O
.,O
For,O
BVI,O
Company,O
Arranged,O
for,O
incorporation,O
and,O
disposal,O
(,O
by,O
striking,O
off,O
or,O
by,O
formal,O
liquidation,O
),O
Handled,O
the,O
non,O
-,O
recurring,O
secretarial,O
matters,O
i.e.,O
issuance,O
of,O
Certificate,O
of,O
Incumbency,O
and,O
Certificate,O
of,O
Good,O
Standing,O
;,O
attending,O
to,O
the,O
relevant,O
formalities,O
relating,O
to,O
the,O
change,O
of,O
corporate,O
structure,O
;,O
change,O
of,O
registered,O
agent,O
and,O
registered,O
office,O
etc,O
.,O
ESSENTIAL,O
SKILLS,O
Languages,O
English,O
Fair,O
command,O
of,O
written,O
and,O
spoken,O
English,O
.,O
Obtained,O
Grade,O
6.5,O
in,O
IELTS,O
.,O
Chinese,O
Native,O
Cantonese,O
speaker,O
.,O
Capable,O
in,O
Chinese,O
writing,O
and,O
Mandarin,O
speaking,O
.,O
Computer,O
MS,O
Word,O
,,O
Excel,O
,,O
PowerPoint,O
,,O
Viewpoint,O
Others,O
Company,O
Secretarial,O
Accounting,O
IQS,O
–,O
completed,O
/,O
HKICS,B-EDUCATION
associate,O
member,O
LCCI,O
Level,O
I,O
–,O
Pass,O
with,O
Distinction,O
NON,O
-,O
ACADEMIC,O
AWARDS,O
AND,O
EXTRACIRRICULAR,O
ACTIVITIES,O
2009,O
-,O
2011,O
HKSYU,O
Football,O
Team,O
–,O
Administrator,O
and,O
Player,O
2007,O
師兄師姐計劃最傑出表現獎,O
Other,O
information,O
Date,O
of,O
availability,O
:,O
One,O
month,O
notice,O
Current,O
salary,O
:,O
$,O
28,400,O
Expected,O
salary,O
:,O
$,O
37,000,O
-,O
$,O
40,000,O
