Text,Tag
Clayton,B-NAME
Terry,I-NAME
Sanchez,I-NAME
Contact,O
number,O
:,O
(,B-PHONE
+33,I-PHONE
),I-PHONE
9789,I-PHONE
7865,I-PHONE
Email,O
Address,O
:,O
jeffreymoore@martinez.com,B-EMAIL
WORK,O
EXPERIENCE,O
Partners,O
Group,O
Jan,O
15,O
–,O
Present,O
Private,O
Infrastructure,O
-,O
Analyst,O
One,O
out,O
of,O
a,O
pool,O
of,O
3,O
juniors,O
supporting,O
7,O
investment,O
professionals,O
within,O
the,O
team,O
Key,O
responsibilities,O
include,O
financial,O
modeling,O
,,O
production,O
of,O
internal,O
investment,O
committee,O
documents,O
,,O
conducting,O
in,O
-,O
depth,O
industry,O
research,O
and,O
analysis,O
,,O
and,O
portfolio,O
management,O
Spearheaded,O
an,O
industry,O
research,O
on,O
the,O
Asian,O
telecommunications,O
space,O
which,O
opened,O
up,O
a,O
new,O
investment,O
sector,O
for,O
the,O
team,O
Portfolio,O
management,O
of,O
investments,O
including,O
quarterly,O
valuation,O
of,O
direct,O
and,O
fund,O
-,O
level,O
investments,O
and,O
attending,O
advisory,O
board,O
calls,O
Selected,O
transaction,O
experience,O
:,O
AUD,O
250,O
m,O
equity,O
investment,O
in,O
an,O
Australian,O
Wind,O
Farm,O
(,O
Closed,O
),O
Key,O
financial,O
modeler,O
for,O
the,O
transaction,O
including,O
preparing,O
valuation,O
and,O
sensitivity,O
analysis,O
using,O
DCF,O
and,O
precedent,O
transactions,O
Drafted,O
4,O
Investment,O
Committee,O
papers,O
which,O
were,O
all,O
successfully,O
approved,O
USD,O
200,O
m,O
equity,O
investment,O
in,O
an,O
Indian,O
solar,O
platform,O
(,O
Due,O
diligence,O
),O
Prepared,O
valuation,O
and,O
sensitivity,O
analysis,O
using,O
DCF,O
,,O
market,O
comparables,O
and,O
precedent,O
transactions,O
in,O
3,O
Investment,O
Committee,O
papers,O
which,O
were,O
all,O
successfully,O
approved,O
Performed,O
research,O
on,O
the,O
Indian,O
renewables,O
space,O
and,O
macro,O
environment,O
Attended,O
management,O
meetings,O
in,O
Mumbai,O
USD,O
200,O
m,O
equity,O
investment,O
in,O
a,O
Taiwanese,O
solar,O
platform,O
(,O
Closed,O
),O
Assisted,O
in,O
formulating,O
hedging,O
strategies,O
and,O
benchmarking,O
management,O
incentive,O
plans,O
Equis,O
Funds,O
Group,O
May,O
14,O
–,O
Jul,O
14,O
Private,O
Equity,O
-,O
Analyst,O
Intern,O
Conducted,O
macroeconomic,O
research,O
on,O
Asian,O
economics,O
and,O
the,O
renewable,O
energy,O
sector,O
Conducted,O
market,O
research,O
,,O
due,O
diligence,O
and,O
constructed,O
valuation,O
models,O
for,O
potential,O
investments,O
with,O
EVs,O
ranging,O
from,O
USD,O
50,O
m,O
to,O
100,O
m,O
Selected,O
transaction,O
experience,O
:,O
USD,O
50,O
m,O
equity,O
investment,O
in,O
an,O
Indonesian,O
telecommunications,O
network,O
developer,O
(,O
Due,O
diligence,O
),O
Drafted,O
an,O
analysis,O
on,O
the,O
Indonesian,O
telecommunications,O
market,O
and,O
the,O
target,O
company,O
Attended,O
management,O
meetings,O
in,O
Jakarta,O
USD,O
20,O
m,O
equity,O
investment,O
in,O
a,O
Malaysian,O
biodiesel,O
plant,O
(,O
Due,O
diligence,O
),O
Performed,O
market,O
research,O
to,O
test,O
viability,O
of,O
such,O
projects,O
Constructed,O
a,O
valuation,O
model,O
and,O
performed,O
sensitivity,O
analysis,O
on,O
returns,O
EDUCATION,O
National,B-EDUCATION
University,I-EDUCATION
of,I-EDUCATION
Singapore,I-EDUCATION
Aug,O
11,O
–,O
May,O
15,O
Bachelor,O
of,O
Business,O
Administration,O
(,O
Accountancy,O
),O
with,O
Honors,O
(,O
Specialization,O
in,O
Finance,O
),O
Chartered,O
Financial,O
Analyst,O
Institute,O
Jul,O
13,O
Passed,O
Level,O
I,O
of,O
the,O
CFA,O
Program,O
Clarkson,B-EDUCATION
University,I-EDUCATION
,,O
New,O
York,O
,,O
USA,O
Jan,O
13,O
–,O
May,O
13,O
Student,O
Exchange,O
Program,O
(,O
GPA,O
of,O
3.9,O
/,O
4.0,O
),O
FIELD,O
SERVICE,O
PROJECT,O
Nikko,O
Asset,O
Management,O
Asia,O
Limited,O
Aug,O
14,O
–,O
Dec,O
14,O
Evaluated,O
viability,O
of,O
low,O
beta,O
-,O
high,O
dividend,O
yield,O
investment,O
strategy,O
for,O
Far,O
East,O
ex,O
-,O
Japan,O
equities,O
Back,O
-,O
tested,O
portfolio,O
rebalancing,O
frequency,O
to,O
optimize,O
net,O
investment,O
returns,O
CO,O
-,O
CURRICULAR,O
ACTIVITES,O
CFA,O
Institute,O
Research,O
Challenge,O
2013/2014,O
Oct,O
13,O
Top,O
5,O
finalists,O
in,O
NUS,O
Round,O
Assessed,O
Tiger,O
Airways,O
’,O
fundamentals,O
and,O
prepared,O
a,O
coverage,O
report,O
Designed,O
financial,O
model,O
to,O
value,O
Tiger,O
Airways,O
based,O
on,O
relative,O
valuation,O
and,O
DCF,O
University,O
YMCA,O
(,O
Uni,O
-,O
Y,O
),O
NUS,O
Dec,O
12,O
–,O
Feb,O
13,O
Sub,O
-,O
committee,O
member,O
-,O
Logistics,O
Participated,O
in,O
the,O
overall,O
organization,O
and,O
execution,O
of,O
the,O
Y,O
-,O
Nature,O
Walk,O
Program,O
Involved,O
in,O
the,O
logistics,O
planning,O
to,O
ensure,O
smooth,O
running,O
of,O
the,O
event,O
Proficient,O
in,O
Bloomberg,O
,,O
Capital,O
IQ,O
,,O
Microsoft,O
Excel,O
,,O
Word,O
and,O
PowerPoint,O
