Text,Tag
Keith,B-NAME
Young,I-NAME
Age,O
:,O
36,B-AGE
Date,O
of,O
Birth,O
:,O
12,B-DOB
August,I-DOB
1985,I-DOB
Marital,O
Status,O
:,O
Married,O
Nationality,O
:,O
American,B-NATIONALITY
Citizen,O
Address,O
:,O
906,B-ADDRESS
Leah,I-ADDRESS
Row,I-ADDRESS
Suite,I-ADDRESS
896,I-ADDRESS
,,I-ADDRESS
Port,I-ADDRESS
Ryanville,I-ADDRESS
,,I-ADDRESS
MI,I-ADDRESS
28621,I-ADDRESS
Mobile,O
:,O
+16,B-PHONE
133,I-PHONE
043,I-PHONE
994,I-PHONE
Email,O
address,O
:,O
kaiebarr1@gmail.com,B-EMAIL
Organisation,O
Key,O
Roles,O
Ernst,O
&,O
Young,O
,,O
Singapore,O
and,O
Australia,O
(,O
1,O
July,O
2013,O
to,O
Present,O
),O
Reason,O
for,O
leaving,O
:,O
Head,O
back,O
to,O
Singapore,O
for,O
personal,O
reasons,O
Key,O
Milestones,O
:,O
Achieve,O
average,O
of,O
positive,O
score,O
of,O
4,O
and,O
above,O
(,O
1,O
being,O
lowest,O
and,O
5,O
being,O
highest,O
),O
based,O
on,O
Multi,O
-,O
Source,O
Feedback,O
surveys,O
collated,O
from,O
peers,O
and,O
colleagues,O
in,O
November,O
2014,O
Achieve,O
overall,O
rating,O
of,O
3,O
(,O
3,O
+,O
),O
out,O
of,O
5,O
based,O
on,O
the,O
Year,O
2014,O
Year,O
-,O
end,O
review,O
and,O
well,O
remarks,O
from,O
reporting,O
Partner,O
Build,O
revenue,O
for,O
the,O
firm,O
,,O
with,O
individual,O
achievement,O
of,O
S$850,000,O
for,O
FY2013/,O
2014,O
Internal,O
Audit,O
Manager,O
Year,O
3,O
Managed,O
internal,O
audit,O
projects,O
for,O
various,O
Fortune,O
500,O
MNCs,O
across,O
the,O
globe,O
,,O
local,O
private,O
organisations,O
and,O
public,O
sector,O
in,O
both,O
Malaysia,O
and,O
Singapore,O
Develop,O
or,O
co,O
-,O
develop,O
internal,O
audit,O
plan,O
(,O
up,O
to,O
three,O
years,O
rolling,O
),O
for,O
multiple,O
portfolios,O
in,O
various,O
industries,O
,,O
both,O
public,O
and,O
private,O
sectors,O
Manage,O
projects,O
from,O
budgeting,O
to,O
reporting,O
of,O
internal,O
audit,O
results,O
to,O
the,O
Senior,O
Management,O
,,O
Audit,O
Committee,O
members,O
and/,O
or,O
Board,O
members,O
on,O
a,O
quarterly,O
basis,O
Foster,O
good,O
client,O
relationship,O
including,O
providing,O
strategic,O
and,O
value,O
added,O
services,O
in,O
operational,O
matters,O
throughout,O
the,O
service,O
Supporting,O
role,O
to,O
clients,O
with,O
the,O
aim,O
of,O
improving,O
controls,O
,,O
risk,O
management,O
and,O
governance,O
compliance,O
within,O
the,O
organization,O
Lead,O
the,O
Enterprise,O
Risk,O
Management,O
(,O
ERM,O
),O
services,O
,,O
managing,O
projects,O
from,O
Enterprise,O
Risk,O
Assessment,O
to,O
facilitating,O
risk,O
management,O
workshops,O
and,O
uplifting,O
risk,O
maturity,O
level,O
with,O
the,O
application,O
of,O
Lines,O
of,O
Defense,O
(,O
LOD,O
),O
Managed,O
