Text,Tag
Mohamed,B-NAME
Williams,I-NAME
(,O
MBA,O
-,O
Finance,O
),O
Jalan,B-ADDRESS
Nakula,I-ADDRESS
,,I-ADDRESS
Indonesia,I-ADDRESS
Mobile,O
:,O
+1,B-PHONE
5690234,I-PHONE
Email,O
:,O
amylevine@nunez.com,B-EMAIL
With,O
4,O
years,O
of,O
professional,O
experience,O
in,O
Fund,O
Accounting,O
,,O
I,O
have,O
been,O
performing,O
a,O
role,O
of,O
SME,O
(,O
Subject,O
Matter,O
Expert,O
),O
with,O
complete,O
understanding,O
of,O
NAV,O
Calculation,O
for,O
Mutual,O
Funds,O
,,O
Hedge,O
Funds,O
,,O
Private,O
Equity,O
,,O
Real,O
Estate,O
and,O
its,O
related,O
functions,O
like,O
Custody,O
,,O
TA,O
,,O
Pricing,O
,,O
Corporate,O
Actions,O
,,O
etc,O
.,O
Role,O
includes,O
review,O
across,O
all,O
funds,O
and,O
its,O
instrument,O
types,O
.,O
I,O
also,O
ensure,O
all,O
reconciliation,O
breaks,O
in,O
TA,O
,,O
Cash,O
&,O
Stock,O
are,O
validated,O
/,O
justified,O
for,O
each,O
calculated,O
NAV,O
in,O
a,O
timely,O
manner,O
as,O
per,O
SLA,O
.,O
Part,O
of,O
",O
NAV,O
Calculation,O
",O
team,O
in,O
BNP,O
Paribas,O
which,O
provides,O
Fund,O
Accounting,O
services,O
to,O
internal,O
and,O
third,O
-,O
party,O
funds,O
.,O
Been,O
part,O
of,O
",O
Fund,O
Reconciliation,O
",O
team,O
which,O
provides,O
support,O
to,O
StateStreet,O
in,O
Hedge,O
Funds,O
Reconciliation,O
.,O
Supporting,O
the,O
client,O
in,O
calculating,O
NAV,O
for,O
their,O
stakeholders,O
.,O
Been,O
part,O
of,O
",O
Expense,O
Calculation,O
",O
team,O
as,O
well,O
which,O
provides,O
support,O
to,O
StateStreet,O
.,O
EXPERIENCE,O
:,O
Employer,O
Title,O
Date,O
of,O
Employment,O
BNP,O
Paribas,O
,,O
Chennai,O
.,O
Senior,O
Fund,O
Accountant,O
December,O
2013,O
–,O
July,O
2016,O
StateStreet,O
HCL,O
,,O
Chennai,O
.,O
Financial,O
Analyst,O
November,O
2012,O
to,O
November,O
2013,O
IT,O
&,O
KEY,O
SKILLS,O
:,O
Multifonds,O
,,O
Intellimatch,O
,,O
Bloomberg,O
,,O
Lotus,O
Notes,O
,,O
Amanda,O
,,O
Spider,O
,,O
Reporting,O
Operation,O
,,O
pContol,O
,,O
Fund,O
Administrator,O
,,O
Pilot,O
,,O
Oracle,O
,,O
Moski,O
,,O
Tally,O
and,O
TM1,O
.,O
Flexible,O
,,O
self,O
-,O
motivated,O
and,O
work,O
under,O
pressure,O
to,O
tight,O
deadlines,O
.,O
Strong,O
analytical,O
and,O
problem,O
-,O
solving,O
skills,O
.,O
Work,O
effectively,O
both,O
within,O
a,O
team,O
structure,O
and,O
independently,O
.,O
BNP,O
Paribas,O
–,O
Senior,O
Fund,O
Accountant,O
Key,O
Accountabilities,O
of,O
the,O
Role,O
Processing,O
of,O
shareholders,O
activities,O
and,O
trade,O
activities,O
.,O
Preparation,O
of,O
Cash,O
,,O
Positions,O
TA,O
Reconciliations,O
.,O
Preparation,O
and,O
processing,O
of,O
income,O
and,O
expense,O
Accruals,O
.,O
Verification,O
and,O
processing,O
of,O
Corporate,O
Actions,O
.,O
Price,O
portfolios,O
including,O
Equities,O
,,O
Options,O
,,O
Futures,O
,,O
Fixed,O
Income,O
,,O
OTC,O
's,O
and,O
Forwards,O
Assist,O
in,O
the,O
Audit,O
process,O
and,O
Financial,O
Statement,O
preparation,O
if,O
required,O
.,O
Verification,O
and,O
justification,O
of,O
Pricing,O
and,O
NAV,O
Calculation,O
.,O
Establish,O
and,O
maintain,O
good,O
relationships,O
with,O
internal,O
service,O
departments,O
and,O
clients,O
.,O
Attend,O
and,O
participate,O
in,O
team,O
meetings,O
.,O
Ensure,O
that,O
BNP,O
Paribas,O
’s,O
client,O
focused,O
ethos,O
is,O
maintained,O
on,O
a,O
daily,O
basis,O
.,O
Adhoc,O
Responsibilities,O
Completeness,O
of,O
NAV,O
packs,O
includes,O
accurate,O
report,O
generation,O
,,O
timely,O
delivery,O
of,O
reports,O
,,O
scanning,O
&,O
archiving,O
.,O
Support,O
in,O
preparation,O
of,O
Key,O
/,O
Standard,O
Operating,O
Procedures,O
for,O
each,O
process,O
migrated,O
to,O
Chennai,O
.,O
Consistently,O
evaluate,O
the,O
documented,O
procedures,O
to,O
ensure,O
they,O
are,O
complete,O
,,O
accurate,O
and,O
up,O
to,O
date,O
and,O
carry,O
out,O
other,O
ad,O
-,O
hoc,O
duties,O
that,O
may,O
arise,O
from,O
time,O
to,O
time,O
,,O
mainly,O
on,O
month,O
ends,O
&,O
year,O
ends,O
.,O
Ensure,O
review,O
of,O
critical,O
queries,O
before,O
sent,O
.,O
When,O
issues,O
/,O
errors,O
arise,O
ensure,O
detailed,O
analysis,O
of,O
issues,O
and,O
clear,O
understanding,O
is,O
gained,O
before,O
responding,O
to,O
client,O
,,O
spoke,O
or,O
other,O
parties,O
.,O
Identifying,O
the,O
staff,O
training,O
requirement,O
&,O
ensure,O
all,O
the,O
necessary,O
training,O
has,O
been,O
provided,O
to,O
the,O
team,O
members,O
to,O
perform,O
the,O
relevant,O
tasks,O
.,O
State,O
Street,O
