Text,Tag
77,B-ADDRESS
,,I-ADDRESS
avenue,I-ADDRESS
de,I-ADDRESS
l'Amandier,I-ADDRESS
,,I-ADDRESS
41000,I-ADDRESS
,,I-ADDRESS
France,I-ADDRESS
French,B-NATIONALITY
9,B-DOB
August,I-DOB
1995,I-DOB
(,O
Age,O
:,O
25,B-AGE
),O
+65,B-PHONE
-,I-PHONE
9198643,I-PHONE
(,O
mobile,O
),O
l.dupperte@hotmail.com,B-EMAIL
Langley,B-NAME
Duperré,I-NAME
Objective,O
Looking,O
for,O
a,O
change,O
in,O
working,O
environment,O
and,O
for,O
commercial,O
experience,O
.,O
Seeking,O
a,O
career,O
that,O
is,O
challenging,O
,,O
rewarding,O
and,O
with,O
lots,O
of,O
opportunities,O
to,O
grow,O
within,O
the,O
firm,O
.,O
Skills,O
&,O
Abilities,O
Possesses,O
good,O
written,O
and,O
verbal,O
communication,O
skills,O
,,O
excellent,O
interpersonal,O
skills,O
and,O
is,O
a,O
good,O
team,O
player,O
.,O
Software,O
application,O
skills,O
:,O
Microsoft,O
Office,O
Language,O
Proficiency,O
:,O
English,O
(,O
Fluent,O
),O
Mandarin,O
Chinese,O
(,O
Fluent,O
),O
Experience,O
KPMG,O
Services,O
Pte,O
.,O
Ltd.,O
Senior,O
Audit,O
Associate,O
Sep,O
2015,O
–,O
Present,O
(,O
at,O
least,O
1,O
month,O
notice,O
period,O
required,O
),O
Experienced,O
in,O
the,O
audit,O
of,O
companies,O
in,O
the,O
Food,O
and,O
Beverage,O
,,O
Investment,O
Property,O
and,O
Consumer,O
Sales,O
industry,O
.,O
Performed,O
audit,O
on,O
various,O
listed,O
and,O
non,O
-,O
listed,O
companies,O
including,O
the,O
following,O
segments,O
:,O
-,O
Audit,O
of,O
Consolidated,O
accounts,O
-,O
Set,O
up,O
of,O
audit,O
work,O
papers,O
for,O
listed,O
client,O
taken,O
over,O
from,O
previous,O
auditors,O
-,O
In,O
charge,O
for,O
audit,O
of,O
a,O
diverse,O
range,O
of,O
sectors,O
including,O
Food,O
&,O
Beverage,O
,,O
Investment,O
Property,O
and,O
Consumer,O
Sales,O
Industries,O
.,O
-,O
Planned,O
,,O
guided,O
and,O
led,O
team,O
towards,O
successful,O
completion,O
of,O
engagements,O
on,O
time,O
-,O
Conducted,O
risk,O
assessment,O
and,O
designed,O
audit,O
procedures,O
for,O
key,O
processes,O
-,O
Developed,O
communication,O
skills,O
which,O
enabled,O
resolving,O
pertinent,O
accounting,O
issues,O
and,O
resolving,O
issues,O
with,O
clients,O
-,O
Through,O
detailed,O
analysis,O
of,O
client,O
’s,O
processes,O
,,O
helped,O
client,O
enhance,O
the,O
company,O
's,O
internal,O
controls,O
and,O
improve,O
operational,O
efficiencies,O
-,O
Identified,O
significant,O
accounting,O
and,O
operational,O
control,O
issues,O
Education,O
Nanyang,B-EDUCATION
Technological,I-EDUCATION
University,I-EDUCATION
Aug,O
2012,O
-,O
May,O
2015,O
Bachelor,O
of,O
Accountancy,O
(,O
2nd,O
Class,O
Honours,O
),O
Victoria,B-EDUCATION
Junior,I-EDUCATION
College,I-EDUCATION
Jan,O
2010,O
-,O
Dec,O
2011,O
GCE,O
',O
A,O
',O
Level,O
Certificate,O
Tanjong,B-EDUCATION
Katong,I-EDUCATION
Girls,I-EDUCATION
',I-EDUCATION
School,I-EDUCATION
Jan,O
2006,O
-,O
Dec,O
2009,O
GCE,O
',O
O,O
’,O
Level,O
Certificate,O
Co,O
-,O
curricular,O
activities,O
Cheerleading,O
Sep,O
2012,O
-,O
Feb,O
2015,O
Displayed,O
teamwork,O
,,O
resilience,O
and,O
sportsmanship,O
.,O
Represented,O
Hall,O
of,O
Residence,O
9,O
(,O
2013,O
-,O
2014,O
),O
and,O
Hall,O
of,O
Residence,O
11,O
(,O
2015,O
),O
in,O
the,O
annual,O
Inter,O
-,O
Hall,O
Cheerleading,O
Competitions,O
.,O
Chinese,O
Orchestra,O
Jan,O
2010,O
-,O
Dec,O
2011,O
Displayed,O
teamwork,O
and,O
perseverance,O
.,O
Represented,O
Victoria,B-EDUCATION
Junior,I-EDUCATION
College,I-EDUCATION
and,O
attained,O
a,O
Silver,O
award,O
in,O
the,O
2011,O
Singapore,O
Youth,O
Festival,O
for,O
Chinese,O
Orchestra,O
.,O
Guzheng,O
Ensemble,O
Jan,O
2010,O
-,O
Dec,O
2011,O
Displayed,O
teamwork,O
and,O
perseverance,O
.,O
Represented,O
Victoria,B-EDUCATION
Junior,I-EDUCATION
College,I-EDUCATION
and,O
attained,O
a,O
Gold,O
award,O
in,O
the,O
2011,O
Singapore,O
Youth,O
Festival,O
for,O
Guzheng,O
ensemble,O
.,O
Netball,O
Jan,O
2006,O
-,O
Dec,O
2009,O
Displayed,O
teamwork,O
and,O
excellent,O
sportsmanship,O
.,O
Represented,O
Tanjong,B-EDUCATION
Katong,I-EDUCATION
Girls,I-EDUCATION
’,I-EDUCATION
School,I-EDUCATION
’s,O
netball,O
team,O
.,O
Interests,O
Baking,O
Travelling,O
Learning,O
new,O
sports,O
Playing,O
the,O
Guzheng,O
