Text,Tag
Andrea,B-NAME
Spencer,I-NAME
59488,B-ADDRESS
Laura,I-ADDRESS
Tunnel,I-ADDRESS
Suite,I-ADDRESS
101,I-ADDRESS
,,O
Gender,O
:,O
Female,B-GENDER
West,B-ADDRESS
Ray,I-ADDRESS
,,I-ADDRESS
RI,I-ADDRESS
58297,I-ADDRESS
Nationality,O
:,O
Chinese,B-NATIONALITY
+852,B-PHONE
1373,I-PHONE
1445,I-PHONE
(,O
lbarton@hotmail.com,B-EMAIL
),O
Age,O
:,O
33,B-AGE
WORKING,O
EXPERIENCE,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
—,O
The,O
Hong,O
Kong,O
and,O
Shanghai,O
Banking,O
Corporation,O
Limited,O
(,O
Hong,O
Kong,O
),O
Position,O
:,O
Assistant,O
Manager,O
12/2014,O
-,O
present,O
-,O
Assist,O
offshore,O
team,O
to,O
complete,O
valuation,O
and,O
keep,O
the,O
accounting,O
profile,O
for,O
Fund,O
(,O
P,O
/,O
E,O
fund,O
and,O
ETF,O
with,O
QFII,O
/,O
RQFII,O
/,O
MMA,O
/,O
QDLP,O
),O
-,O
Assist,O
to,O
monitor,O
the,O
client,O
are,O
comply,O
with,O
the,O
AML,O
obligation,O
requirement,O
,,O
KYC,O
requirement,O
,,O
SFC,O
rules,O
and,O
regulatory,O
requirement,O
-,O
Assist,O
to,O
handle,O
the,O
enquires,O
from,O
auditor,O
,,O
client,O
and,O
senior,O
management,O
-,O
Handle,O
ad,O
-,O
hoc,O
projects,O
as,O
assigned,O
by,O
supervisor,O
including,O
new,O
product,O
/,O
new,O
fund,O
Yuanta,O
Asset,O
Management,O
(,O
H.K.,O
),O
Limited,O
(,O
Hong,O
Kong,O
),O
Position,O
:,O
Settlement,O
Officer,O
10/2013,O
–,O
12/2014,O
-,O
Assist,O
to,O
calculate,O
valuation,O
and,O
keep,O
the,O
accounting,O
profile,O
for,O
Fund,O
(,O
alternative,O
product,O
),O
