Text,Tag
Sarah,B-NAME
Vang,I-NAME
Senior,O
Finance,O
Analyst,O
with,O
more,O
than,O
10,O
years,O
of,O
experience,O
.,O
Excellent,O
track,O
record,O
with,O
good,O
exposure,O
in,O
on,O
-,O
time,O
Management,O
Reporting,O
,,O
budgeting,O
,,O
forecasting,O
,,O
leasing,O
and,O
general,O
accounting,O
,,O
Variance,O
Analysis,O
,,O
Month,O
-,O
end,O
close,O
,,O
Journal,O
Entries,O
,,O
Journal,O
ledger,O
,,O
AR,O
,,O
AP,O
,,O
Reconciliation,O
taxation,O
,,O
audit,O
support,O
.,O
Six,O
Sigma,O
&,O
Lean,O
trained,O
and,O
tested,O
.,O
Team,O
handling,O
,,O
performance,O
review,O
manage,O
a,O
team,O
of,O
6,O
+,O
people,O
.,O
Contact,O
:,O
Cell,O
#,O
:,O
+,B-PHONE
(,I-PHONE
459)220,I-PHONE
-,I-PHONE
8641,I-PHONE
-,I-PHONE
043,I-PHONE
Email,O
:,O
jennifer23@alvarez.com,B-EMAIL
FIN,O
No,O
.,O
G333321,O
K,O
Personal,O
Details,O
:,O
Date,O
of,O
Birth,O
:,O
24nd,B-DOB
December,I-DOB
1927,I-DOB
Language,O
Known,O
:,O
English,O
and,O
Hindi,O
Visa,O
:,O
US,O
B1,O
/,O
B2,O
for,O
next,O
8,O
years,O
and,O
active,O
Singapore,O
Dependent,O
Pass,O
Skills,O
:,O
Proficient,O
with,O
the,O
usage,O
of,O
Excel,O
,,O
Word,O
,,O
PowerPoint,O
etc,O
.,O
Knowledge,O
of,O
Mainframe,O
,,O
Bankers,O
Realm,O
,,O
Fiscal,O
,,O
Oracle,O
,,O
PeopleSoft,O
(,O
ERP,O
Accounting,O
System,O
),O
Knowledge,O
of,O
Expresslink,O
,,O
Finesse,O
,,O
leaseteck,O
(,O
End,O
to,O
end,O
Leasing,O
Software,O
),O
Financial,O
Package,O
Tally,O
,,O
MSA,O
(,O
oracle,O
based,O
),O
Knowledge,O
of,O
Maconomy,O
,,O
Workday,O
(,O
Project,O
Management,O
Software,O
),O
NXG,O
(,O
reconciliation,O
tool,O
),O
Strengths,O
:,O
Goal,O
oriented,O
with,O
excellent,O
ability,O
to,O
manage,O
changes,O
with,O
ease,O
.,O
Proven,O
strength,O
in,O
problem,O
solving,O
,,O
coordination,O
,,O
evaluation,O
and,O
analytical,O
skills,O
.,O
Highly,O
self,O
motivated,O
and,O
dynamic,O
.,O
Ability,O
to,O
work,O
independently,O
and,O
within,O
a,O
group,O
or,O
team,O
and,O
have,O
Positive,O
attitude,O
with,O
a,O
strong,O
desire,O
to,O
excel,O
.,O
Decent,O
business,O
acumen,O
,,O
high,O
Integrity,O
and,O
ownership,O
of,O
work,O
.,O
Achievements,O
:,O
Provided,O
18,O
lean,O
ideas,O
to,O
reduce,O
time,O
and,O
increase,O
process,O
improvement,O
.,O
Received,O
customer,O
awards,O
three,O
times,O
for,O
being,O
a,O
Star,O
Performer,O
in,O
Accenture,O
.,O
2,O
back,O
to,O
back,O
spot,O
award,O
for,O
best,O
performance,O
in,O
Accenture,O
.,O
Professional,O
Experience,O
:,O
Accenture,O
India,O
(,O
Subject,O
Matter,O
Expert,O
/,O
Team,O
Lead,O
-,O
Mar,O
2015,O
-,O
Mar,O
2017,O
),O
Prepare,O
Budget,O
and,O
forecast,O
for,O
various,O
disciplines,O
/,O
verticals,O
for,O
financial,O
planning,O
.,O
Operating,O
statement,O
review,O
,,O
Variance,O
and,O
Trend,O
analysis,O
for,O
consistency,O
in,O
performance,O
of,O
business,O
planning,O
.,O
Financial,O
Statement,O
Review,O
for,O
strategic,O
support,O
to,O
stakeholders,O
Month,O
-,O
end,O
closing,O
review,O
and,O
finalization,O
from,O
operations,O
standpoint,O
.,O
Statutory,O
Reporting,O
,,O
US,O
GAAP,O
10,O
K,O
and,O
10Q,O
reporting,O
Automation,O
of,O
8,O
MIS,O
reports,O
.,O
Standardization,O
of,O
comments,O
in,O
various,O
reporting,O
Submitted,O
12,O
lean,O
ideas,O
to,O
reduce,O
time,O
in,O
day,O
to,O
day,O
operations,O
.,O
Genpact,O
India,O
Pvt,O
.,O
Ltd.,O
(,O
Asst,O
.,O
Manager,O
Finance,O
-,O
Mar,O
2013,O
-,O
Mar,O
2015,O
),O
Statutory,O
Reporting,O
Generate,O
reports,O
for,O
different,O
Verticals/,O
Line,O
of,O
Business,O
i.e.,O
Gain,O
loss,O
,,O
Inventory,O
fixed,O
Assets,O
,,O
etc,O
.,O
for,O
review,O
and,O
reporting,O
purpose,O
Financial,O
Statement,O
Analysis,O
to,O
support,O
and,O
presentation,O
of,O
