Text,Tag
Yvy,B-NAME
King,I-NAME
25111,B-ADDRESS
Burke,I-ADDRESS
Vista,I-ADDRESS
,,I-ADDRESS
East,I-ADDRESS
Carriechester,I-ADDRESS
,,I-ADDRESS
SC,I-ADDRESS
86053,I-ADDRESS
Phone,O
:,O
(,B-PHONE
17,I-PHONE
),I-PHONE
71626276,I-PHONE
Email,O
:,O
yvy.king@gmail.com,B-EMAIL
Education,O
London,B-EDUCATION
School,I-EDUCATION
of,I-EDUCATION
Economics,I-EDUCATION
(,I-EDUCATION
Lead,I-EDUCATION
College,I-EDUCATION
),I-EDUCATION
,,O
University,B-EDUCATION
of,I-EDUCATION
London,I-EDUCATION
,,O
Singapore,B-EDUCATION
Institute,I-EDUCATION
of,I-EDUCATION
Management,I-EDUCATION
BSc,O
(,O
Hons,O
),O
,,O
Accounting,O
and,O
Finance,O
(,O
June,O
2010,O
to,O
August,O
2012,O
),O
Upper,O
Second,O
Class,O
grade,O
for,O
Financial,O
Reporting,O
and,O
Principles,O
of,O
Banking,O
and,O
Finance,O
modules,O
Relevant,O
modules,O
taken,O
:,O
Corporate,O
Finance,O
,,O
Management,O
Accounting,O
,,O
Auditing,O
and,O
Assurance,O
Singapore,B-EDUCATION
Polytechnic,I-EDUCATION
Diploma,O
in,O
Accountancy,O
(,O
April,O
2007,O
to,O
April,O
2010,O
),O
A,O
in,O
Economics,O
and,O
Industrial,O
Training,O
Programme,O
Diploma,O
Plus,O
in,O
Applied,O
Business,O
Psychology,O
(,O
April,O
2008,O
to,O
April,O
2010,O
),O
A,O
in,O
Applied,O
Psychology,O
in,O
Effective,O
Work,O
Relationship,O
Skills,O
Work,O
Experience,O
National,O
Bank,O
of,O
Abu,O
Dhabi,O
P.J.S.C.,O
,,O
Finance,O
Associate,O
(,O
One,O
Year,O
Contract,O
),O
Dec,O
2016,O
to,O
Nov,O
2017,O
Single,O
handedly,O
managed,O
the,O
Accounts,O
Payable,O
and,O
all,O
invoices,O
and,O
payment,O
related,O
matters,O
Single,O
handedly,O
in,O
charge,O
for,O
Quarterly,O
GST,O
Filing,O
and,O
submission,O
to,O
IRAS,O
for,O
the,O
bank,O
In,O
charge,O
of,O
reconciliation,O
of,O
payroll,O
accounts,O
,,O
preparation,O
and,O
posting,O
of,O
accounting,O
entries,O
as,O
well,O
as,O
record,O
movement,O
of,O
funds,O
Performed,O
nostro,O
reconciliation,O
for,O
36,O
bank,O
accounts,O
on,O
a,O
daily,O
basis,O
Daily,O
churning,O
of,O
Profit,O
and,O
Loss,O
statement,O
and,O
reporting,O
are,O
in,O
line,O
with,O
Head,O
Office,O
figures,O
Daily,O
tracking,O
on,O
the,O
movement,O
of,O
all,O
expenses,O
a,O
/,O
cs,O
and,O
perform,O
investigation,O
if,O
necessary,O
Making,O
accruals,O
and,O
posting,O
of,O
month,O
end,O
accounting,O
entries,O
Part,O
of,O
the,O
Recreation,O
Committee,O
Club,O
in,O
charge,O
of,O
organizing,O
quarterly,O
events,O
for,O
employees,O
SS&C,O
Technologies,O
Pte,O
Ltd,O
Formerly,O
Citibank,O
N.A.,O
Singapore,O
,,O
Asst,O
Manager,O
(,O
PE,O
),O
Nov,O
2015,O
to,O
Aug,O
2016,O
Providing,O
accounting,O
services,O
for,O
client,O
including,O
processing,O
transactions,O
,,O
intercompany,O
entries,O
and,O
preparing,O
financial,O
reports,O
-,O
includes,O
Full,O
set,O
accounts,O
